Entry	Status	Gene ontology (biological process)
A1Z9L5	unreviewed	
P45975	reviewed	chromatin organization [GO:0006325]; chromatin silencing [GO:0006342]; chromatin silencing at centromere [GO:0030702]; chromatin silencing at telomere [GO:0006348]; chromosome organization [GO:0051276]; DNA methylation [GO:0006306]; female germ-line stem cell asymmetric division [GO:0048132]; gene silencing [GO:0016458]; heterochromatin assembly [GO:0031507]; heterochromatin organization involved in chromatin silencing [GO:0070868]; histone H3-K9 methylation [GO:0051567]; histone methylation [GO:0016571]; histone modification [GO:0016570]; negative regulation of response to gamma radiation [GO:2001229]; oogenesis [GO:0048477]
Q9VGB9	unreviewed	proteolysis [GO:0006508]
A1Z9M3	unreviewed	imaginal disc-derived wing morphogenesis [GO:0007476]; regulation of transcription, DNA-templated [GO:0006355]
Q8SYU5	unreviewed	
Q95RA9	reviewed	immune system process [GO:0002376]; oxidation-reduction process [GO:0055114]; positive regulation of defense response to bacterium [GO:1900426]
Q9VAB8	unreviewed	regulation of transcription, DNA-templated [GO:0006355]
Q9VRK2	unreviewed	
X2JCR2	unreviewed	
A1Z9N0	unreviewed	apoptotic process [GO:0006915]; compound eye morphogenesis [GO:0001745]; dynamin family protein polymerization involved in mitochondrial fission [GO:0003374]; membrane fusion [GO:0061025]; mitochondrial fission [GO:0000266]; mitochondrial fusion [GO:0008053]; mitochondrion morphogenesis [GO:0070584]; mitochondrion organization [GO:0007005]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; positive regulation of mitochondrial fusion [GO:0010636]
P54623	reviewed	asymmetric cell division [GO:0008356]; asymmetric neuroblast division [GO:0055059]; central nervous system development [GO:0007417]; centriole replication [GO:0007099]; centrosome cycle [GO:0007098]; embryonic cleavage [GO:0040016]; female meiosis chromosome segregation [GO:0016321]; microtubule-based process [GO:0007017]; midgut development [GO:0007494]; peripheral nervous system development [GO:0007422]; photoreceptor cell morphogenesis [GO:0008594]; pole cell formation [GO:0007279]; regulation of centriole-centriole cohesion [GO:0030997]
Q7KVE5	unreviewed	actin filament reorganization [GO:0090527]; axonal defasciculation [GO:0007414]; cell-cell adhesion [GO:0098609]; cell migration [GO:0016477]; cytoskeletal anchoring at plasma membrane [GO:0007016]; maintenance of cell polarity [GO:0030011]
Q95T08	unreviewed	negative regulation of macrophage cytokine production [GO:0010936]
Q9VP67	unreviewed	axonemal dynein complex assembly [GO:0070286]; cilium-dependent cell motility [GO:0060285]; regulation of cilium movement [GO:0003352]
Q9VS32	unreviewed	
Q9VWX8	unreviewed	chemical synaptic transmission [GO:0007268]; neuromuscular junction development [GO:0007528]; neurotransmitter secretion [GO:0007269]; regulation of neurotransmitter secretion [GO:0046928]; vesicle-mediated transport [GO:0016192]
A1Z9N7	unreviewed	cellular response to light intensity [GO:0071484]; circadian sleep/wake cycle, sleep [GO:0050802]; determination of adult lifespan [GO:0008340]; locomotor rhythm [GO:0045475]; optomotor response [GO:0071632]; positive regulation of circadian sleep/wake cycle, sleep [GO:0045938]; proboscis extension reflex [GO:0007637]; regulation of dopamine secretion [GO:0014059]; regulation of glutamate secretion, neurotransmission [GO:1903294]; regulation of ion transmembrane transport [GO:0034765]; regulation of membrane potential in photoreceptor cell [GO:0016057]
A1Z9P1	unreviewed	negative regulation of transposition [GO:0010529]; oocyte karyosome formation [GO:0030717]; piRNA biosynthetic process [GO:1990511]
Q9VJE3	unreviewed	
A1Z9P3	reviewed	actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; establishment of planar polarity of embryonic epithelium [GO:0042249]; establishment or maintenance of actin cytoskeleton polarity [GO:0030950]; melanosome organization [GO:0032438]; protein localization involved in establishment of planar polarity [GO:0090251]; protein localization to adherens junction [GO:0071896]
P39018	reviewed	cytoplasmic translation [GO:0002181]; ribosomal small subunit assembly [GO:0000028]
Q7JVY2	unreviewed	antimicrobial humoral response [GO:0019730]; attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; centrosome duplication [GO:0051298]; chorion-containing eggshell formation [GO:0007304]; DNA endoreduplication [GO:0042023]; DNA replication [GO:0006260]; DNA replication checkpoint [GO:0000076]; DNA replication preinitiation complex assembly [GO:0071163]; eggshell chorion gene amplification [GO:0007307]; glial cell development [GO:0021782]; glial cell growth [GO:0042065]; mitotic cell cycle [GO:0000278]; mitotic cytokinesis [GO:0000281]
Q7JX82	unreviewed	establishment of planar polarity [GO:0001736]; motor neuron axon guidance [GO:0008045]
Q9V393	unreviewed	cuticle development [GO:0042335]; gastrulation [GO:0007369]; instar larval development [GO:0002168]; locomotory exploration behavior [GO:0035641]; negative regulation of inflammatory response [GO:0050728]; negative regulation of lamellocyte differentiation [GO:0035204]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of protein tyrosine kinase activity [GO:0061099]; negative regulation of Toll signaling pathway [GO:0045751]; positive regulation of protein desumoylation [GO:0060189]; regulation of protein stability [GO:0031647]; signal transduction [GO:0007165]
Q9VG06	unreviewed	
Q9W478	unreviewed	proteolysis [GO:0006508]
A1Z9Q9	unreviewed	cell death [GO:0008219]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]
A1Z9S1	reviewed	endosomal transport [GO:0016197]; eye pigment granule organization [GO:0008057]; neuromuscular synaptic transmission [GO:0007274]; olfactory learning [GO:0008355]; synapse organization [GO:0050808]; synaptic vesicle recycling via endosome [GO:0036466]; synaptic vesicle transport [GO:0048489]
O96860	reviewed	microtubule-based movement [GO:0007018]; positive regulation of ATP-dependent microtubule motor activity, plus-end-directed [GO:2000582]
P48610	reviewed	phosphorylation [GO:0016310]
Q7KUL3	unreviewed	
Q9VGY3	unreviewed	
Q9VKG9	reviewed	central nervous system formation [GO:0021556]; innate immune response [GO:0045087]; nervous system development [GO:0007399]; regulation of Toll signaling pathway [GO:0008592]; Toll signaling pathway [GO:0008063]
Q9VTM0	reviewed	eye pigment granule organization [GO:0008057]; synaptic vesicle recycling via endosome [GO:0036466]
Q9VTY4	reviewed	lysosome localization [GO:0032418]
Q9W140	unreviewed	
Q9W2C5	unreviewed	
A1Z9S8	unreviewed	
O97183	unreviewed	cellular response to heat [GO:0034605]; transcription by RNA polymerase II [GO:0006366]
Q9VP48	reviewed	intracellular protein transport [GO:0006886]; Rab protein signal transduction [GO:0032482]; regulation of exocytosis [GO:0017157]; vesicle-mediated transport [GO:0016192]
A1Z9T0	unreviewed	
Q7K0L7	unreviewed	mitochondrial thiamine pyrophosphate transmembrane transport [GO:1990545]; thiamine pyrophosphate transmembrane transport [GO:0030974]
A1Z9T6	unreviewed	
Q7KTX7	unreviewed	adult locomotory behavior [GO:0008344]; autophagy of mitochondrion [GO:0000422]; larval locomotory behavior [GO:0008345]; mitochondrial fission [GO:0000266]; mitochondrion organization [GO:0007005]; negative regulation of JNK cascade [GO:0046329]; negative regulation of mitochondrial fusion [GO:0010637]; negative regulation of protein phosphorylation [GO:0001933]; neuron cellular homeostasis [GO:0070050]; oogenesis [GO:0048477]; positive regulation of compound eye pigmentation [GO:0048078]; positive regulation of mitochondrial fission [GO:0090141]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of mitochondrion organization [GO:0010821]; response to oxidative stress [GO:0006979]; spermatogenesis [GO:0007283]; sperm mitochondrion organization [GO:0030382]; ubiquitin-dependent protein catabolic process [GO:0006511]; zinc ion homeostasis [GO:0055069]
O02194	reviewed	apoptotic process [GO:0006915]; Notch signaling pathway [GO:0007219]; protein processing [GO:0016485]
Q8MT58	unreviewed	
Q9VGR1	unreviewed	Golgi vesicle transport [GO:0048193]
A1Z9W4	unreviewed	mRNA polyadenylation [GO:0006378]; termination of RNA polymerase II transcription [GO:0006369]
A1Z9X0	reviewed	adherens junction organization [GO:0034332]; apical protein localization [GO:0045176]; asymmetric neuroblast division [GO:0055059]; asymmetric protein localization involved in cell fate determination [GO:0045167]; branching involved in open tracheal system development [GO:0060446]; cell-cell junction assembly [GO:0007043]; compound eye retinal cell programmed cell death [GO:0046667]; epithelial cell morphogenesis [GO:0003382]; establishment of epithelial cell apical/basal polarity [GO:0045198]; establishment of epithelial cell planar polarity [GO:0090163]; establishment of mitotic spindle orientation [GO:0000132]; establishment or maintenance of cell polarity [GO:0007163]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; establishment or maintenance of neuroblast polarity [GO:0045196]; establishment or maintenance of polarity of embryonic epithelium [GO:0016332]; establishment or maintenance of polarity of follicular epithelium [GO:0016334]; exocyst localization [GO:0051601]; germarium-derived oocyte fate determination [GO:0007294]; intracellular signal transduction [GO:0035556]; maintenance of cell polarity [GO:0030011]; melanotic encapsulation of foreign target [GO:0035011]; memory [GO:0007613]; morphogenesis of a polarized epithelium [GO:0001738]; oocyte anterior/posterior axis specification [GO:0007314]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of neuroblast proliferation [GO:0002052]; protein localization to plasma membrane [GO:0072659]; protein phosphorylation [GO:0006468]; regulation of intracellular mRNA localization [GO:1904580]; regulation of polarized epithelial cell differentiation [GO:0030860]; sensory organ development [GO:0007423]; spermatogenesis [GO:0007283]; synapse assembly [GO:0007416]; terminal branching, open tracheal system [GO:0007430]; zonula adherens assembly [GO:0045186]
O76521	unreviewed	NLS-bearing protein import into nucleus [GO:0006607]; spermatogenesis [GO:0007283]
O97111	unreviewed	apical protein localization [GO:0045176]; asymmetric neuroblast division [GO:0055059]; border follicle cell migration [GO:0007298]; branching involved in open tracheal system development [GO:0060446]; centrosome cycle [GO:0007098]; establishment of neuroblast polarity [GO:0045200]; establishment or maintenance of cell polarity [GO:0007163]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; establishment or maintenance of neuroblast polarity [GO:0045196]; establishment or maintenance of polarity of embryonic epithelium [GO:0016332]; morphogenesis of a polarized epithelium [GO:0001738]; negative regulation of protein kinase activity [GO:0006469]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of lamellipodium assembly [GO:0010592]; regulation of cellular localization [GO:0060341]; synapse assembly [GO:0007416]; terminal branching, open tracheal system [GO:0007430]; zonula adherens assembly [GO:0045186]
Q8IRD5	unreviewed	axon extension [GO:0048675]; endosome organization [GO:0007032]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of hippo signaling [GO:0035331]; negative regulation of synaptic growth at neuromuscular junction [GO:0045886]; positive regulation of Ras protein signal transduction [GO:0046579]
Q9VH77	unreviewed	carbohydrate metabolic process [GO:0005975]; cell wall mannoprotein biosynthetic process [GO:0000032]; GDP-mannose biosynthetic process [GO:0009298]; protein glycosylation [GO:0006486]
Q9VPF3	unreviewed	tyrosine catabolic process [GO:0006572]
Q9VVT5	reviewed	adult locomotory behavior [GO:0008344]; eye pigment granule organization [GO:0008057]; long-term memory [GO:0007616]; mating behavior, sex discrimination [GO:0048047]; negative regulation of dopamine metabolic process [GO:0045963]; olfactory learning [GO:0008355]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; regulation of neuromuscular synaptic transmission [GO:1900073]; regulation of synapse organization [GO:0050807]; regulation of synaptic plasticity [GO:0048167]; short-term memory [GO:0007614]; synaptic vesicle recycling via endosome [GO:0036466]
Q9XTN4	unreviewed	cell competition in a multicellular organism [GO:0035212]; imaginal disc-derived wing morphogenesis [GO:0007476]; negative regulation of gene expression [GO:0010629]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; nervous system development [GO:0007399]; posterior Malpighian tubule development [GO:0061328]; regulation of BMP signaling pathway [GO:0030510]; regulation of gene expression [GO:0010468]; salivary gland boundary specification [GO:0007432]; transforming growth factor beta receptor signaling pathway [GO:0007179]; wing disc morphogenesis [GO:0007472]
A8JUX7	unreviewed	negative regulation of cell migration [GO:0030336]
O18645	unreviewed	behavioral response to starvation [GO:0042595]; cellular response to glucose starvation [GO:0042149]; cellular response to starvation [GO:0009267]; dendrite morphogenesis [GO:0048813]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; intracellular signal transduction [GO:0035556]; lipid metabolic process [GO:0006629]; mitotic cell cycle [GO:0000278]; negative regulation of cell size [GO:0045792]; negative regulation of TORC1 signaling [GO:1904262]; negative regulation of TOR signaling [GO:0032007]; positive regulation of axon guidance [GO:1902669]; protein phosphorylation [GO:0006468]; regulation of cell growth [GO:0001558]; regulation of digestive system process [GO:0044058]; sequestering of triglyceride [GO:0030730]; signal transduction [GO:0007165]
P20193	reviewed	dosage compensation by hyperactivation of X chromosome [GO:0009047]; glycerol-3-phosphate metabolic process [GO:0006072]; NADH oxidation [GO:0006116]; positive regulation of chromatin silencing at centromere [GO:0090053]; positive regulation of heterochromatin assembly [GO:0031453]
P20659	reviewed	axon guidance [GO:0007411]; eye development [GO:0001654]; germ cell migration [GO:0008354]; haltere development [GO:0007482]; histone acetylation [GO:0016573]; histone H3 acetylation [GO:0043966]; histone H3-K4 methylation [GO:0051568]; histone methylation [GO:0016571]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]
P42282	reviewed	branch fusion, open tracheal system [GO:0035147]; branching involved in open tracheal system development [GO:0060446]; chitin-based cuticle development [GO:0040003]; compound eye cone cell differentiation [GO:0042675]; compound eye corneal lens morphogenesis [GO:0048750]; dorsal appendage formation [GO:0046843]; dorsal trunk growth, open tracheal system [GO:0035001]; enteroendocrine cell differentiation [GO:0035883]; myoblast fate specification [GO:0048626]; negative regulation of photoreceptor cell differentiation [GO:0046533]; negative regulation of R7 cell differentiation [GO:0045677]; negative regulation of transcription, DNA-templated [GO:0045892]; ovarian follicle cell development [GO:0030707]; peripheral nervous system development [GO:0007422]; positive regulation of border follicle cell migration [GO:1903688]; positive regulation of DNA binding [GO:0043388]; positive regulation of transcription by RNA polymerase II [GO:0045944]; R1/R6 development [GO:0048053]; regulation of cell shape [GO:0008360]; regulation of compound eye cone cell fate specification [GO:0042682]; regulation of embryonic cell shape [GO:0016476]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of tube size, open tracheal system [GO:0035151]; sevenless signaling pathway [GO:0045500]; tracheal outgrowth, open tracheal system [GO:0007426]
P45437	reviewed	cell morphogenesis [GO:0000902]; defense response to Gram-negative bacterium [GO:0050829]; ER to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; positive regulation of innate immune response [GO:0045089]; regulation of lipid storage [GO:0010883]
P46461	reviewed	autophagy [GO:0006914]; Golgi organization [GO:0007030]; Golgi to lysosome transport [GO:0090160]; Golgi to plasma membrane protein transport [GO:0043001]; Golgi vesicle docking [GO:0048211]; neuromuscular synaptic transmission [GO:0007274]; neuron cellular homeostasis [GO:0070050]; neurotransmitter secretion [GO:0007269]; regulation of neuromuscular synaptic transmission [GO:1900073]; regulation of short-term neuronal synaptic plasticity [GO:0048172]; SNARE complex disassembly [GO:0035494]; synaptic vesicle cycle [GO:0099504]; synaptic vesicle fusion to presynaptic active zone membrane [GO:0031629]; synaptic vesicle priming [GO:0016082]
Q6NNE2	unreviewed	regulation of microtubule cytoskeleton organization [GO:0070507]
Q7K0G4	unreviewed	multicellular organism development [GO:0007275]; regulation of signal transduction [GO:0009966]
Q7K4N3	reviewed	7-methylguanosine mRNA capping [GO:0006370]; gene silencing by miRNA [GO:0035195]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA export from nucleus [GO:0006406]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of viral genome replication [GO:0045071]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; primary miRNA processing [GO:0031053]; production of siRNA involved in RNA interference [GO:0030422]; RNA interference [GO:0016246]
Q7K556	reviewed	photoreceptor cell maintenance [GO:0045494]; protein transport [GO:0015031]
Q7KRS9	unreviewed	regulation of transcription, DNA-templated [GO:0006355]
Q9BMQ0	unreviewed	ATP-dependent chromatin remodeling [GO:0043044]; nervous system development [GO:0007399]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q9NFV7	unreviewed	defense response to Gram-negative bacterium [GO:0050829]
Q9V8R9	reviewed	actomyosin structure organization [GO:0031032]; adult somatic muscle development [GO:0007527]; cell adhesion involved in heart morphogenesis [GO:0061343]; cell-cell junction organization [GO:0045216]; chitin-based embryonic cuticle biosynthetic process [GO:0008362]; dorsal closure [GO:0007391]; embryo development ending in birth or egg hatching [GO:0009792]; establishment of glial blood-brain barrier [GO:0060857]; establishment or maintenance of cell polarity [GO:0007163]; heart process [GO:0003015]; maintenance of imaginal disc-derived wing hair orientation [GO:0035321]; protein targeting to membrane [GO:0006612]; regulation of tube size, open tracheal system [GO:0035151]; salivary gland morphogenesis [GO:0007435]; septate junction assembly [GO:0019991]
Q9V9A9	unreviewed	cell redox homeostasis [GO:0045454]
Q9VDK5	unreviewed	axon guidance [GO:0007411]; chromatin organization [GO:0006325]; protein ubiquitination [GO:0016567]
Q9VE23	unreviewed	cellular process [GO:0009987]; chromosome organization [GO:0051276]; negative regulation of cell proliferation [GO:0008285]
Q9VIT9	unreviewed	multicellular organism reproduction [GO:0032504]; response to fungus [GO:0009620]
Q9VJ62	reviewed	pseudouridine synthesis [GO:0001522]; ribosome biogenesis [GO:0042254]; rRNA processing [GO:0006364]
Q9VKM7	unreviewed	response to hyperoxia [GO:0055093]
Q9VLH9	unreviewed	mannose metabolic process [GO:0006013]; protein deglycosylation [GO:0006517]
Q9VLT6	unreviewed	
Q9VPA9	unreviewed	
Q9VPY3	unreviewed	defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; peptidoglycan recognition protein signaling pathway [GO:0061057]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; regulation of defense response to bacterium [GO:1900424]; regulation of innate immune response [GO:0045088]
Q9VQG0	unreviewed	protein import into nucleus [GO:0006606]; regulation of mRNA splicing, via spliceosome [GO:0048024]
Q9VSA4	reviewed	
Q9VTH3	unreviewed	detection of chemical stimulus [GO:0009593]
Q9VTR2	unreviewed	chitin metabolic process [GO:0006030]
Q9VUC6	reviewed	actin cytoskeleton organization [GO:0030036]; axon extension [GO:0048675]; mushroom body development [GO:0016319]; ommatidial rotation [GO:0016318]
Q9VVL7	unreviewed	cell redox homeostasis [GO:0045454]; glycine catabolic process [GO:0006546]; lipoamide metabolic process [GO:0006748]; tricarboxylic acid cycle [GO:0006099]
Q9VW26	reviewed	arginine catabolic process to glutamate [GO:0019544]; arginine catabolic process to proline via ornithine [GO:0010121]; L-proline biosynthetic process [GO:0055129]; ornithine metabolic process [GO:0006591]
Q9VXC6	unreviewed	
Q9VY91	unreviewed	germarium-derived female germ-line cyst formation [GO:0030727]; positive regulation of stem cell differentiation [GO:2000738]
Q9W0Q1	unreviewed	compound eye development [GO:0048749]; gravitaxis [GO:0042332]; imaginal disc-derived wing margin morphogenesis [GO:0008587]; imaginal disc-derived wing vein morphogenesis [GO:0008586]; negative regulation of hippo signaling [GO:0035331]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of gene expression [GO:0010628]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of organ growth [GO:0046622]; positive regulation of smoothened signaling pathway [GO:0045880]; protein phosphorylation [GO:0006468]; protein stabilization [GO:0050821]; regulation of programmed cell death [GO:0043067]
Q9W352	reviewed	histone H3-K4 methylation [GO:0051568]; positive regulation of transcription, DNA-templated [GO:0045893]
Q9W4M9	reviewed	RNA methylation [GO:0001510]; short-term memory [GO:0007614]; tRNA methylation [GO:0030488]
Q9XYM1	unreviewed	aspartyl-tRNA aminoacylation [GO:0006422]
Q9Y1A8	unreviewed	actin cytoskeleton organization [GO:0030036]
A1ZA22	unreviewed	cellular response to hypoxia [GO:0071456]; translational initiation [GO:0006413]
Q9VR19	reviewed	positive regulation of chromatin silencing [GO:0031937]
Q9W541	unreviewed	translational initiation [GO:0006413]
A1ZA23	unreviewed	chitin metabolic process [GO:0006030]
A1ZA28	unreviewed	box C/D snoRNP assembly [GO:0000492]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; snoRNA localization [GO:0048254]
C8VV50	unreviewed	
P07182	reviewed	eggshell chorion assembly [GO:0007306]; vitelline membrane formation involved in chorion-containing eggshell formation [GO:0007305]
P20477	reviewed	glutamine biosynthetic process [GO:0006542]; glutamine metabolic process [GO:0006541]; mitochondrion organization [GO:0007005]; phagocytosis [GO:0006909]
P25843	reviewed	actin filament organization [GO:0007015]; actin filament polymerization [GO:0030041]; actomyosin contractile ring assembly [GO:0000915]; axon guidance [GO:0007411]; brain development [GO:0007420]; cell morphogenesis [GO:0000902]; dorsal closure [GO:0007391]; histoblast morphogenesis [GO:0007488]; larval central nervous system remodeling [GO:0035193]; larval salivary gland morphogenesis [GO:0007436]; maintenance of protein location in cell [GO:0032507]; male germ-line stem cell population maintenance [GO:0036098]; mitotic cytokinesis [GO:0000281]; neuron remodeling [GO:0016322]; oocyte karyosome formation [GO:0030717]; ovarian nurse cell to oocyte transport [GO:0007300]; pole plasm oskar mRNA localization [GO:0045451]; positive regulation of axon extension involved in axon guidance [GO:0048842]; positive regulation of axon regeneration [GO:0048680]; positive regulation of filopodium assembly [GO:0051491]; sequestering of actin monomers [GO:0042989]; somatic stem cell population maintenance [GO:0035019]; wound healing [GO:0042060]
P29052	reviewed	regulation of DNA binding [GO:0051101]; regulation of transcription by RNA polymerase II [GO:0006357]; transcriptional start site selection at RNA polymerase II promoter [GO:0001174]; transcription initiation from RNA polymerase II promoter [GO:0006367]; transcription preinitiation complex assembly [GO:0070897]
P45884	reviewed	antibacterial humoral response [GO:0019731]; defense response to bacterium [GO:0042742]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; humoral immune response [GO:0006959]; innate immune response [GO:0045087]; response to hyperoxia [GO:0055093]
Q24044	unreviewed	anaphase-promoting complex-dependent catabolic process [GO:0031145]; female meiosis I [GO:0007144]; female meiosis II [GO:0007147]; germ-line stem cell population maintenance [GO:0030718]; mitotic cell cycle [GO:0000278]; negative regulation of necrotic cell death [GO:0060547]; neuronal stem cell population maintenance [GO:0097150]; positive regulation of ubiquitin protein ligase activity [GO:1904668]; protein catabolic process [GO:0030163]; regulation of exit from mitosis [GO:0007096]; regulation of proteolysis [GO:0030162]
Q9VDT2	unreviewed	
Q9VF53	unreviewed	pyridoxal metabolic process [GO:0042817]; xanthine catabolic process [GO:0009115]
Q9VFL4	unreviewed	
Q9VJI7	unreviewed	mRNA splicing, via spliceosome [GO:0000398]; nuclear-transcribed mRNA catabolic process [GO:0000956]
Q9VQ46	unreviewed	
Q9VU68	reviewed	actin filament depolymerization [GO:0030042]; border follicle cell migration [GO:0007298]; establishment of planar polarity [GO:0001736]; imaginal disc-derived wing hair organization [GO:0035317]; locomotion [GO:0040011]; negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316]; positive regulation of actin filament depolymerization [GO:0030836]; regulation of actin filament depolymerization [GO:0030834]; regulation of actin filament polymerization [GO:0030833]; sarcomere organization [GO:0045214]
Q9VVS5	unreviewed	box C/D snoRNP assembly [GO:0000492]
Q9W1X9	reviewed	embryonic hemopoiesis [GO:0035162]; larval lymph gland hemopoiesis [GO:0035167]; lymph gland development [GO:0048542]; positive regulation of JAK-STAT cascade [GO:0046427]; regulation of stem cell differentiation [GO:2000736]
A1ZA45	unreviewed	
H0RNA4	unreviewed	
Q45VV3	reviewed	border follicle cell migration [GO:0007298]; cell competition in a multicellular organism [GO:0035212]; cell fate specification [GO:0001708]; cell proliferation [GO:0008283]; heart morphogenesis [GO:0003007]; hippo signaling [GO:0035329]; morphogenesis of an epithelial sheet [GO:0002011]; negative regulation of apoptotic process [GO:0043066]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of growth [GO:0045927]; positive regulation of histone H3-K4 methylation [GO:0051571]; positive regulation of histone H3-K4 trimethylation [GO:1905437]; positive regulation of imaginal disc growth [GO:0045572]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of growth [GO:0040008]; stem cell proliferation [GO:0072089]
Q8T4H8	unreviewed	mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]
Q9VY93	reviewed	L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]
Q9VY97	unreviewed	mitotic DNA replication checkpoint [GO:0033314]
A1ZA47	reviewed	muscle structure development [GO:0061061]; myofibril assembly [GO:0030239]; regulation of cell-matrix adhesion [GO:0001952]
E1JH26	unreviewed	determination of adult lifespan [GO:0008340]; metal ion transport [GO:0030001]; protein stabilization [GO:0050821]; removal of superoxide radicals [GO:0019430]; response to oxidative stress [GO:0006979]
G4LU05	unreviewed	flight [GO:0060361]; glutamate receptor clustering [GO:0097688]; hatching behavior [GO:0035187]; locomotion [GO:0040011]; neuromuscular junction development [GO:0007528]; neuromuscular synaptic transmission [GO:0007274]; postsynaptic density organization [GO:0097106]; postsynaptic membrane organization [GO:0001941]; receptor clustering [GO:0043113]; regulation of BMP signaling pathway [GO:0030510]; synapse organization [GO:0050808]
P07191	reviewed	L-alpha-amino acid transmembrane transport [GO:1902475]
P18091	reviewed	actin cytoskeleton reorganization [GO:0031532]; actin filament bundle assembly [GO:0051017]; cytoskeletal anchoring at plasma membrane [GO:0007016]; sarcomere organization [GO:0045214]
Q8IH06	unreviewed	regulation of translation [GO:0006417]
Q9I7L0	unreviewed	
Q9V3X3	unreviewed	histone modification [GO:0016570]; transcription elongation from RNA polymerase II promoter [GO:0006368]
Q9VGC7	reviewed	cap-dependent translational initiation [GO:0002191]; formation of cytoplasmic translation initiation complex [GO:0001732]; regulation of translational initiation [GO:0006446]; translational initiation [GO:0006413]
Q9VHC7	unreviewed	anterior/posterior axis specification, embryo [GO:0008595]; anterior/posterior pattern specification [GO:0009952]; intracellular mRNA localization [GO:0008298]; mitotic cell cycle [GO:0000278]; pole cell development [GO:0007277]; pole plasm oskar mRNA localization [GO:0045451]; regulation of mRNA stability involved in response to oxidative stress [GO:2000815]; segmentation [GO:0035282]
Q9VK08	unreviewed	
Q9VS76	unreviewed	
Q9VV32	unreviewed	
Q9VWI4	unreviewed	protein sumoylation [GO:0016925]; synapsis [GO:0007129]
Q9VYS2	unreviewed	apposition of dorsal and ventral imaginal disc-derived wing surfaces [GO:0007475]; chitin-based cuticle attachment to epithelium [GO:0040005]; chitin-based embryonic cuticle biosynthetic process [GO:0008362]; synaptic target recognition [GO:0008039]
Q9W2D9	reviewed	formation of cytoplasmic translation initiation complex [GO:0001732]; regulation of translational initiation [GO:0006446]; translational initiation [GO:0006413]
A1ZA72	unreviewed	protein phosphorylation [GO:0006468]
Q9VBQ4	unreviewed	
Q9VJJ0	unreviewed	multicellular organism reproduction [GO:0032504]; proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
A1ZA92	reviewed	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]; rRNA processing [GO:0006364]
