Entry	Status	Gene ontology (cellular component)
P63006	reviewed	intracellular [GO:0005622]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q3U4B1	unreviewed	nucleus [GO:0005634]
Q8BZL8	reviewed	cytoplasm [GO:0005737]
Q8C9M8	unreviewed	nucleus [GO:0005634]
Q924W9	reviewed	nucleus [GO:0005634]
Q9CXV0	reviewed	nucleus [GO:0005634]
Q9CYZ8	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9D0P5	reviewed	nucleus [GO:0005634]
Q9JKU8	reviewed	nucleus [GO:0005634]
Q9WUH2	reviewed	nucleus [GO:0005634]
Q9Z0S2	reviewed	intracellular [GO:0005622]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O70137	reviewed	nucleus [GO:0005634]
P97875	reviewed	nucleus [GO:0005634]
O70191	reviewed	centrosome [GO:0005813]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P53568	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O70220	reviewed	nucleus [GO:0005634]
Q9D032	reviewed	nucleus [GO:0005634]; protein-containing complex [GO:0032991]
O70273	reviewed	Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9EST8	reviewed	cytoplasmic ribonucleoprotein granule [GO:0036464]; nuclear speck [GO:0016607]; nucleus [GO:0005634]
O70343	reviewed	apical dendrite [GO:0097440]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; interfibrillar mitochondrion [GO:1990844]; intracellular membrane-bounded organelle [GO:0043231]; neuronal cell body [GO:0043025]; nuclear euchromatin [GO:0005719]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; subsarcolemmal mitochondrion [GO:1990843]
Q9Z0Y9	reviewed	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; receptor complex [GO:0043235]; RNA polymerase II transcription factor complex [GO:0090575]
O70433	reviewed	M band [GO:0031430]; nucleus [GO:0005634]; Z disc [GO:0030018]
P22561	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O70445	reviewed	BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; nuclear speck [GO:0016607]; nucleus [GO:0005634]
O70479	reviewed	Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; endosome [GO:0005768]; nucleolus [GO:0005730]
O88196	reviewed	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleus [GO:0005634]; vacuole [GO:0005773]
Q6P8Z1	reviewed	nucleus [GO:0005634]; spindle [GO:0005819]
O88282	reviewed	nucleus [GO:0005634]
P41183	reviewed	Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; replication fork [GO:0005657]
O88508	reviewed	chromosome, centromeric region [GO:0000775]; cytoplasm [GO:0005737]; euchromatin [GO:0000791]; heterochromatin [GO:0000792]; nuclear heterochromatin [GO:0005720]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; XY body [GO:0001741]
Q9CWR8	reviewed	condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; nuclear heterochromatin [GO:0005720]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q60769	reviewed	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; nucleus [GO:0005634]
Q61187	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; endosome membrane [GO:0010008]; ESCRT I complex [GO:0000813]; extracellular exosome [GO:0070062]; Flemming body [GO:0090543]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; microtubule organizing center [GO:0005815]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q6T264	reviewed	intracellular membrane-bounded organelle [GO:0043231]; MAML1-RBP-Jkappa- ICN1 complex [GO:0002193]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P42582	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
Q62432	reviewed	activin responsive factor complex [GO:0032444]; cytoplasm [GO:0005737]; heteromeric SMAD protein complex [GO:0071144]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; SMAD protein complex [GO:0071141]; transcription factor complex [GO:0005667]
Q8BUN5	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; heteromeric SMAD protein complex [GO:0071144]; nuclear chromatin [GO:0000790]; nuclear inner membrane [GO:0005637]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; receptor complex [GO:0043235]; SMAD protein complex [GO:0071141]; transcription factor complex [GO:0005667]
O88643	reviewed	axon [GO:0030424]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; intercalated disc [GO:0014704]; invadopodium [GO:0071437]; lamellipodium [GO:0030027]; membrane [GO:0016020]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]; Z disc [GO:0030018]
Q64729	reviewed	activin receptor complex [GO:0048179]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; bicellular tight junction [GO:0005923]; caveola [GO:0005901]; cell [GO:0005623]; cell surface [GO:0009986]; endosome [GO:0005768]; integral component of plasma membrane [GO:0005887]; intracellular [GO:0005622]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; receptor complex [GO:0043235]
O88708	reviewed	cytosol [GO:0005829]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nucleolus [GO:0005730]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]
P15927	reviewed	chromatin [GO:0000785]; chromosome, telomeric region [GO:0000781]; condensed nuclear chromosome [GO:0000794]; DNA replication factor A complex [GO:0005662]; nuclear body [GO:0016604]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; site of double-strand break [GO:0035861]
P25206	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; MCM complex [GO:0042555]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
P49717	reviewed	MCM complex [GO:0042555]; nucleoplasm [GO:0005654]
P97310	reviewed	chromatin [GO:0000785]; cytoplasm [GO:0005737]; MCM complex [GO:0042555]; microtubule cytoskeleton [GO:0015630]; nuclear origin of replication recognition complex [GO:0005664]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P97311	reviewed	MCM complex [GO:0042555]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q60862	reviewed	centrosome [GO:0005813]; chromatin [GO:0000785]; condensed chromosome inner kinetochore [GO:0000939]; heterochromatin [GO:0000792]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]
Q62193	reviewed	chromatin [GO:0000785]; chromosome, telomeric region [GO:0000781]; condensed nuclear chromosome [GO:0000794]; DNA replication factor A complex [GO:0005662]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; site of double-strand break [GO:0035861]
Q9QZ41	reviewed	Dbf4-dependent protein kinase complex [GO:0031431]; nuclear body [GO:0016604]; nucleus [GO:0005634]
Q9WUJ8	reviewed	fibrillar center [GO:0001650]; nuclear origin of replication recognition complex [GO:0005664]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]
Q9WUV0	reviewed	cytosol [GO:0005829]; nuclear origin of replication recognition complex [GO:0005664]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]
Q9Z1N2	reviewed	cytosol [GO:0005829]; nuclear chromosome, telomeric region [GO:0000784]; nuclear origin of replication recognition complex [GO:0005664]; nucleolus [GO:0005730]; nucleus [GO:0005634]; origin recognition complex [GO:0000808]; plasma membrane [GO:0005886]
O88712	reviewed	cytoplasm [GO:0005737]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; presynapse [GO:0098793]; presynaptic active zone cytoplasmic component [GO:0098831]; transcriptional repressor complex [GO:0017053]; transcription factor complex [GO:0005667]
P70288	reviewed	chromatin [GO:0000785]; cytoplasm [GO:0005737]; ESC/E(Z) complex [GO:0035098]; heterochromatin [GO:0000792]; histone deacetylase complex [GO:0000118]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; protein-containing complex [GO:0032991]; replication fork [GO:0005657]; RNA polymerase II transcription repressor complex [GO:0090571]; Sin3 complex [GO:0016580]; Sin3-type complex [GO:0070822]; transcriptional repressor complex [GO:0017053]; transcription factor complex [GO:0005667]
Q99N13	reviewed	cytoplasm [GO:0005737]; histone deacetylase complex [GO:0000118]; histone methyltransferase complex [GO:0035097]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
O88898	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; neuron projection [GO:0043005]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; rough endoplasmic reticulum [GO:0005791]
P02340	reviewed	chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; intracellular [GO:0005622]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; nuclear matrix [GO:0016363]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-containing complex [GO:0032991]; replication fork [GO:0005657]; site of double-strand break [GO:0035861]; transcription factor complex [GO:0005667]
Q9JJP2	reviewed	cell junction [GO:0030054]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O89033	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle midzone [GO:0051233]; spindle pole [GO:0000922]
Q61881	reviewed	cytosol [GO:0005829]; MCM complex [GO:0042555]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P00493	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q06507	reviewed	ATF1-ATF4 transcription factor complex [GO:1990590]; ATF4-CREB1 transcription factor complex [GO:1990589]; centrosome [GO:0005813]; CHOP-ATF4 complex [GO:1990617]; cytoplasm [GO:0005737]; dendrite membrane [GO:0032590]; Lewy body core [GO:1990037]; neuron projection [GO:0043005]; nuclear periphery [GO:0034399]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
P45481	reviewed	condensed chromosome outer kinetochore [GO:0000940]; cytoplasm [GO:0005737]; histone acetyltransferase complex [GO:0000123]; nuclear body [GO:0016604]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-containing complex [GO:0032991]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
Q60520	reviewed	chromatin [GO:0000785]; kinetochore [GO:0000776]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; Sin3 complex [GO:0016580]; transcriptional repressor complex [GO:0017053]; transcription factor complex [GO:0005667]
Q9Z1E3	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular [GO:0005622]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q9Z2U2	reviewed	nucleus [GO:0005634]
P28574	reviewed	cytoplasm [GO:0005737]; dendrite [GO:0030425]; MLL1 complex [GO:0071339]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-DNA complex [GO:0032993]; RNA polymerase II transcription factor complex [GO:0090575]
Q9JHE6	reviewed	nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P42227	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; RNA polymerase II transcription factor complex [GO:0090575]; Schaffer collateral - CA1 synapse [GO:0098685]
P54841	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P06537	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; glutamatergic synapse [GO:0098978]; intracellular [GO:0005622]; membrane [GO:0016020]; microtubule organizing center [GO:0005815]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; postsynaptic density, intracellular component [GO:0099092]; protein-containing complex [GO:0032991]; spindle [GO:0005819]
P22605	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
Q8CGW9	reviewed	nucleus [GO:0005634]; XY body [GO:0001741]
P06798	reviewed	nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P06876	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P08046	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q61127	reviewed	nucleus [GO:0005634]
P08730	reviewed	extracellular exosome [GO:0070062]; intermediate filament cytoskeleton [GO:0045111]; keratin filament [GO:0045095]
Q9DCV7	reviewed	cytoplasm [GO:0005737]; keratin filament [GO:0045095]
P08775	reviewed	cytoplasm [GO:0005737]; nuclear euchromatin [GO:0005719]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II, core complex [GO:0005665]
P09021	reviewed	nucleus [GO:0005634]
P09022	reviewed	nucleoplasm [GO:0005654]
P47242	reviewed	nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P09023	reviewed	nucleus [GO:0005634]
P09027	reviewed	aggresome [GO:0016235]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P32443	reviewed	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]
Q91W50	reviewed	CRD-mediated mRNA stability complex [GO:0070937]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; mitochondrial inner membrane [GO:0005743]; plasma membrane [GO:0005886]
P09084	reviewed	nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P32442	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P60898	reviewed	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II, core complex [GO:0005665]
Q9Z2S7	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9D275	reviewed	nucleus [GO:0005634]
P09528	reviewed	autolysosome [GO:0044754]; cytoplasm [GO:0005737]; endocytic vesicle lumen [GO:0071682]; extracellular region [GO:0005576]; mitochondrion [GO:0005739]
P29391	reviewed	autolysosome [GO:0044754]; cytoplasm [GO:0005737]; endocytic vesicle lumen [GO:0071682]; extracellular region [GO:0005576]; intracellular ferritin complex [GO:0008043]
P50220	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P63015	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular [GO:0005622]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q6ZPI0	reviewed	ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; histone acetyltransferase complex [GO:0000123]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q8R4I4	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription factor TFIIA complex [GO:0005672]
P42232	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P70434	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q61179	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]
Q78FW7	unreviewed	intracellular [GO:0005622]
Q9WV74	reviewed	ubiquitin ligase complex [GO:0000151]
P10078	reviewed	nucleus [GO:0005634]
P70255	reviewed	fibrillar center [GO:0001650]; nucleus [GO:0005634]
P10085	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; myofibril [GO:0030016]; nuclear body [GO:0016604]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P41136	reviewed	chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
P10166	reviewed	nucleus [GO:0005634]
P10284	reviewed	centrosome [GO:0005813]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P10518	reviewed	cytosol [GO:0005829]; extracellular space [GO:0005615]
P10751	reviewed	nucleus [GO:0005634]
Q8BI67	reviewed	Cajal body [GO:0015030]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P11103	reviewed	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]; site of DNA damage [GO:0090734]; transcription factor complex [GO:0005667]
P27790	reviewed	chromosome [GO:0005694]; chromosome, centromeric region [GO:0000775]; condensed nuclear chromosome, centromeric region [GO:0000780]; nuclear body [GO:0016604]; nuclear pericentric heterochromatin [GO:0031618]
P11416	reviewed	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; RNA polymerase II transcription factor complex [GO:0090575]
Q8CBD1	reviewed	histone deacetylase complex [GO:0000118]; nuclear chromatin [GO:0000790]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleus [GO:0005634]
P12815	reviewed	COPII vesicle coat [GO:0030127]; Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; Golgi membrane [GO:0000139]; nucleus [GO:0005634]
P70389	reviewed	insulin-like growth factor ternary complex [GO:0042567]; nucleoplasm [GO:0005654]
Q921R8	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9CQ85	reviewed	integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]
Q9D0C1	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P13297	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P29037	reviewed	cytoplasm [GO:0005737]; female pronucleus [GO:0001939]; male pronucleus [GO:0001940]; nuclear chromatin [GO:0000790]; nuclear euchromatin [GO:0005719]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pronucleus [GO:0045120]; protein-containing complex [GO:0032991]; RNA polymerase I transcription factor complex [GO:0000120]; transcriptional preinitiation complex [GO:0097550]; transcription factor complex [GO:0005667]; transcription factor TFIIA complex [GO:0005672]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIIB complex [GO:0000126]
P13405	reviewed	chromatin [GO:0000785]; cyclin/CDK positive transcription elongation factor complex [GO:0008024]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; Rb-E2F complex [GO:0035189]; spindle [GO:0005819]; transcription factor complex [GO:0005667]
Q00322	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q08775	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription factor complex [GO:0005667]
P13864	reviewed	cytoplasm [GO:0005737]; heterochromatin [GO:0000792]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pericentric heterochromatin [GO:0005721]; protein-containing complex [GO:0032991]; replication fork [GO:0005657]
P15037	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P15066	reviewed	nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; protein-DNA complex [GO:0032993]; transcription factor AP-1 complex [GO:0035976]; transcription factor complex [GO:0005667]
P15209	reviewed	axon [GO:0030424]; axon terminus [GO:0043679]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; excitatory synapse [GO:0060076]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; integral component of plasma membrane [GO:0005887]; intracellular [GO:0005622]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; presynaptic active zone [GO:0048786]; receptor complex [GO:0043235]; rough endoplasmic reticulum [GO:0005791]; terminal bouton [GO:0043195]
Q3UA06	reviewed	chromosome [GO:0005694]; male germ cell nucleus [GO:0001673]; nucleus [GO:0005634]
P48754	reviewed	BRCA1-A complex [GO:0070531]; BRCA1-BARD1 complex [GO:0031436]; centrosome [GO:0005813]; chromosome [GO:0005694]; condensed chromosome [GO:0000793]; condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; lateral element [GO:0000800]; mitochondrial matrix [GO:0005759]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]
P70271	reviewed	actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dendritic spine [GO:0043197]; early endosome lumen [GO:0031905]; early endosome membrane [GO:0031901]; filamentous actin [GO:0031941]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; postsynaptic membrane [GO:0045211]; recycling endosome lumen [GO:0034777]; recycling endosome membrane [GO:0055038]; stress fiber [GO:0001725]
P79621	reviewed	cell surface [GO:0009986]; PML body [GO:0016605]
P97358	reviewed	nucleoplasm [GO:0005654]; RNA polymerase I core factor complex [GO:0070860]; RNA polymerase I transcription factor complex [GO:0000120]; RNA polymerase transcription factor SL1 complex [GO:0005668]
Q02067	reviewed	neuronal cell body [GO:0043025]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
Q60899	reviewed	synapse [GO:0045202]
Q62392	reviewed	cytoplasmic vesicle [GO:0031410]; nucleolus [GO:0005730]; nucleus [GO:0005634]
Q7TNK1	reviewed	nucleus [GO:0005634]
Q8BGJ0	reviewed	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q8BVL5	unreviewed	
Q8C0J6	reviewed	
Q9CPV7	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
Q9EP71	reviewed	cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q9JI90	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
Q9JJR7	reviewed	nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
Q9QXN3	reviewed	activating signal cointegrator 1 complex [GO:0099053]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; neuromuscular junction [GO:0031594]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q9WTU0	reviewed	condensed chromosome kinetochore [GO:0000777]; kinetochore [GO:0000776]; nucleolus [GO:0005730]
Q9WVP6	reviewed	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]
P49718	reviewed	cytosol [GO:0005829]; MCM complex [GO:0042555]; nucleoplasm [GO:0005654]
P16110	reviewed	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glial cell projection [GO:0097386]; immunological synapse [GO:0001772]; mitochondrial inner membrane [GO:0005743]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]
Q62448	reviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation initiation factor 4F complex [GO:0016281]; postsynaptic density [GO:0014069]
P17208	reviewed	cytoplasm [GO:0005737]; neuron projection [GO:0043005]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
P19785	reviewed	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; terminal bouton [GO:0043195]; transcriptionally active chromatin [GO:0035327]; transcriptional preinitiation complex [GO:0097550]; T-tubule [GO:0030315]
P17433	reviewed	nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
