Entry	Status	Gene ontology (molecular function)
P40531	reviewed	
P40549	reviewed	alpha-1,3-mannosyltransferase activity [GO:0000033]
P40558	reviewed	4 iron, 4 sulfur cluster binding [GO:0051539]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]
P40586	reviewed	peptide-serine-N-acetyltransferase activity [GO:1990189]; ribosomal-protein-alanine N-acetyltransferase activity [GO:0008999]
P41815	reviewed	amino acid transmembrane transporter activity [GO:0015171]
P41896	reviewed	DNA binding [GO:0003677]; nucleotide binding [GO:0000166]; RNA polymerase II complex binding [GO:0000993]
P42836	reviewed	palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]
P43581	reviewed	carbohydrate:proton symporter activity [GO:0005351]; fructose transmembrane transporter activity [GO:0005353]; galactose transmembrane transporter activity [GO:0005354]; glucose transmembrane transporter activity [GO:0005355]; mannose transmembrane transporter activity [GO:0015578]
P43682	reviewed	SNAP receptor activity [GO:0005484]
P46956	reviewed	unfolded protein binding [GO:0051082]
P46970	reviewed	protein transporter activity [GO:0008565]; Ran GTPase binding [GO:0008536]
P46993	reviewed	
P47023	reviewed	RNA binding [GO:0003723]
P47111	reviewed	
P47119	reviewed	dATP pyrophosphohydrolase activity [GO:0008828]; dCTP diphosphatase activity [GO:0047840]; dGTP diphosphatase activity [GO:0036217]; dITP diphosphatase activity [GO:0035870]; dTTP diphosphatase activity [GO:0036218]; dUTP diphosphatase activity [GO:0004170]; GTP diphosphatase activity [GO:0036219]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; NADH pyrophosphatase activity [GO:0035529]; nucleoside-triphosphate diphosphatase activity [GO:0047429]; nucleotide binding [GO:0000166]; UTP diphosphatase activity [GO:0036221]; XTP diphosphatase activity [GO:0036222]
P47123	reviewed	Ran GTPase binding [GO:0008536]
P47166	reviewed	Rab GTPase binding [GO:0017137]
P48837	reviewed	identical protein binding [GO:0042802]; structural constituent of nuclear pore [GO:0017056]
P49334	reviewed	
P50276	reviewed	L-amino acid transmembrane transporter activity [GO:0015179]; L-methionine secondary active transmembrane transporter activity [GO:0000102]
P50945	reviewed	
P51534	reviewed	identical protein binding [GO:0042802]; myosin binding [GO:0017022]
P52489	reviewed	ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]
P53048	reviewed	alpha-glucoside:proton symporter activity [GO:0005352]; carbohydrate:proton symporter activity [GO:0005351]; glucose transmembrane transporter activity [GO:0005355]; maltose:proton symporter activity [GO:0005364]; trehalose transmembrane transporter activity [GO:0015574]
P53108	reviewed	Rab GTPase binding [GO:0017137]
P53344	reviewed	
P53394	reviewed	anion:anion antiporter activity [GO:0015301]; secondary active sulfate transmembrane transporter activity [GO:0008271]; sulfate transmembrane transporter activity [GO:0015116]
P53629	reviewed	ergosterol O-acyltransferase activity [GO:0034737]
P53631	reviewed	carbohydrate:proton symporter activity [GO:0005351]; fructose transmembrane transporter activity [GO:0005353]; glucose transmembrane transporter activity [GO:0005355]; mannose transmembrane transporter activity [GO:0015578]
P53918	reviewed	symporter activity [GO:0015293]; transporter activity [GO:0005215]
P53927	reviewed	rRNA binding [GO:0019843]
P53943	reviewed	drug transmembrane transporter activity [GO:0015238]; monocarboxylic acid transmembrane transporter activity [GO:0008028]
P89113	reviewed	
Q02196	reviewed	adenylylsulfate kinase activity [GO:0004020]; ATP binding [GO:0005524]
Q02784	reviewed	2 iron, 2 sulfur cluster binding [GO:0051537]; disulfide oxidoreductase activity [GO:0015036]; electron transfer activity [GO:0009055]; glutathione disulfide oxidoreductase activity [GO:0015038]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]
Q02981	reviewed	
Q03102	reviewed	oxidoreductase activity [GO:0016491]
Q03175	reviewed	dehydrodolichyl diphosphate synthase activity [GO:0045547]; polyprenyltransferase activity [GO:0002094]; prenyltransferase activity [GO:0004659]
Q03795	reviewed	
Q03818	reviewed	identical protein binding [GO:0042802]; protein binding, bridging [GO:0030674]
Q04031	reviewed	rRNA binding [GO:0019843]; single-stranded DNA binding [GO:0003697]
Q04344	reviewed	adenosine 5'-monophosphoramidase activity [GO:0043530]; nucleotide binding [GO:0000166]
Q04658	reviewed	
Q05637	reviewed	
Q05871	reviewed	dodecenoyl-CoA delta-isomerase activity [GO:0004165]
Q06058	reviewed	identical protein binding [GO:0042802]
Q06108	reviewed	channel regulator activity [GO:0016247]
Q06494	reviewed	pyridoxine:NADP 4-dehydrogenase activity [GO:0050236]
Q06497	reviewed	adenine nucleotide transmembrane transporter activity [GO:0000295]; ADP transmembrane transporter activity [GO:0015217]; ATP transmembrane transporter activity [GO:0005347]
Q06523	reviewed	
Q06676	reviewed	
Q06892	reviewed	ATP binding [GO:0005524]; NAD+ kinase activity [GO:0003951]; NADH kinase activity [GO:0042736]
Q07748	reviewed	
Q07786	reviewed	L-iditol 2-dehydrogenase activity [GO:0003939]; zinc ion binding [GO:0008270]
Q07788	reviewed	cargo receptor activity [GO:0038024]
Q07986	reviewed	ATP binding [GO:0005524]
Q07993	reviewed	D-xylulose reductase activity [GO:0046526]; zinc ion binding [GO:0008270]
Q08144	reviewed	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
Q08176	reviewed	
Q08227	reviewed	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]
Q08280	reviewed	
Q08926	reviewed	
Q08954	reviewed	
Q08974	reviewed	
Q08980	reviewed	
Q12122	reviewed	homocitrate synthase activity [GO:0004410]
Q12206	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; transcription corepressor activity [GO:0003714]
Q12274	reviewed	
Q12301	reviewed	
Q12329	reviewed	unfolded protein binding [GO:0051082]
Q12407	reviewed	carbohydrate:proton symporter activity [GO:0005351]; glucose transmembrane transporter activity [GO:0005355]; transmembrane transporter activity [GO:0022857]
Q12461	reviewed	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein phosphatase regulator activity [GO:0019888]; protein tyrosine phosphatase activator activity [GO:0008160]
Q12462	reviewed	
Q12489	reviewed	
Q12498	reviewed	electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]
Q12516	reviewed	
Q99190	reviewed	oxidoreductase activity [GO:0016491]; very-long-chain enoyl-CoA reductase activity [GO:0102758]
Q99288	reviewed	acid phosphatase activity [GO:0003993]
Q99393	reviewed	signaling receptor activity [GO:0038023]
P02992	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]
Q03050	reviewed	structural constituent of cell wall [GO:0005199]
P02994	reviewed	actin filament binding [GO:0051015]; GDP binding [GO:0019003]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]; Rho GTPase binding [GO:0017048]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]
P38207	reviewed	class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; DNA binding [GO:0003677]; double-stranded DNA 3'-5' exodeoxyribonuclease activity [GO:0008311]; endonuclease activity [GO:0004519]; phosphodiesterase I activity [GO:0004528]; phosphoric diester hydrolase activity [GO:0008081]; zinc ion binding [GO:0008270]
P39013	reviewed	actin binding [GO:0003779]; calcium ion binding [GO:0005509]; protein binding, bridging [GO:0030674]
Q03081	reviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; proximal promoter sequence-specific DNA binding [GO:0000987]
Q12377	reviewed	structural molecule activity [GO:0005198]
P03962	reviewed	orotidine-5'-phosphate decarboxylase activity [GO:0004590]
P04037	reviewed	cytochrome-c oxidase activity [GO:0004129]; zinc ion binding [GO:0008270]
P21954	reviewed	isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; protein homodimerization activity [GO:0042803]
P32796	reviewed	carnitine O-acetyltransferase activity [GO:0004092]
P38274	reviewed	histone-arginine N-methyltransferase activity [GO:0008469]; histone methyltransferase activity [GO:0042054]; protein-arginine omega-N monomethyltransferase activity [GO:0035241]; protein-arginine omega-N symmetric methyltransferase activity [GO:0035243]
Q02793	reviewed	
P04039	reviewed	cytochrome-c oxidase activity [GO:0004129]
P43592	reviewed	
P04046	reviewed	amidophosphoribosyltransferase activity [GO:0004044]; metal ion binding [GO:0046872]
P07286	reviewed	phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; transferase activity, transferring glycosyl groups [GO:0016757]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]
P04050	reviewed	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]
P20434	reviewed	DNA binding [GO:0003677]; RNA polymerase I activity [GO:0001054]
P20436	reviewed	DNA binding [GO:0003677]; RNA polymerase I activity [GO:0001054]
P22139	reviewed	DNA binding [GO:0003677]; RNA polymerase I activity [GO:0001054]; zinc ion binding [GO:0008270]
P53842	reviewed	
P04051	reviewed	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]
P15891	reviewed	actin filament binding [GO:0051015]
P35718	reviewed	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]
P04147	reviewed	mRNA 3'-UTR binding [GO:0003730]; poly(A) binding [GO:0008143]; poly(U) RNA binding [GO:0008266]; promoter-specific chromatin binding [GO:1990841]; protein kinase A catalytic subunit binding [GO:0034236]; ribonuclease inhibitor activity [GO:0008428]; RNA binding [GO:0003723]
P04161	reviewed	phosphoribosylglycinamide formyltransferase activity [GO:0004644]
P25337	reviewed	
P36108	reviewed	
Q12343	reviewed	RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; transcription coregulator activity [GO:0003712]
P04385	reviewed	ATP binding [GO:0005524]; galactokinase activity [GO:0004335]; galactose binding [GO:0005534]
P04387	reviewed	DNA binding [GO:0003677]; identical protein binding [GO:0042802]; kinase inhibitor activity [GO:0019210]; oxidoreductase activity [GO:0016491]; RNA polymerase II activating transcription factor binding [GO:0001102]
P07269	reviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]
P25046	reviewed	RNA polymerase II transcription regulator recruiting activity [GO:0001135]; transcription coregulator activity [GO:0003712]
P25367	reviewed	identical protein binding [GO:0042802]
P25502	reviewed	proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
P32607	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]
P33308	reviewed	RNA polymerase II transcription coactivator activity involved in preinitiation complex assembly [GO:0001128]; structural molecule activity [GO:0005198]
P36000	reviewed	clathrin binding [GO:0030276]
P36003	reviewed	ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calmodulin-dependent protein kinase activity [GO:0004683]; protein kinase activity [GO:0004672]
P38709	reviewed	UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]
P39959	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
P40959	reviewed	phosphatidylinositol-3-phosphate binding [GO:0032266]
P41913	reviewed	
P47822	reviewed	RNA polymerase II repressing transcription factor binding [GO:0001103]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]
P48235	reviewed	
P50102	reviewed	protein-containing complex scaffold activity [GO:0032947]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; zinc ion binding [GO:0008270]
P50875	reviewed	transcription coregulator activity [GO:0003712]
Q00723	reviewed	
Q03067	reviewed	enzyme activator activity [GO:0008047]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]
Q05610	reviewed	ubiquitin binding [GO:0043130]; ubiquitin conjugating enzyme binding [GO:0031624]
Q05785	reviewed	clathrin binding [GO:0030276]; lipid binding [GO:0008289]
Q08601	reviewed	calcium-dependent cysteine-type endopeptidase activity [GO:0004198]
Q08831	reviewed	flap-structured DNA binding [GO:0070336]; mRNA binding [GO:0003729]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]; translation repressor activity [GO:0030371]
Q12493	reviewed	
P04397	reviewed	aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]; UDP-glucose 4-epimerase activity [GO:0003978]
P38700	reviewed	clathrin binding [GO:0030276]
Q08293	reviewed	
P04449	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P04650	reviewed	structural constituent of ribosome [GO:0003735]
P25293	reviewed	cyclin binding [GO:0030332]; DNA binding [GO:0003677]; enzyme activator activity [GO:0008047]; histone binding [GO:0042393]; identical protein binding [GO:0042802]
P38615	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
P04710	reviewed	ATP:ADP antiporter activity [GO:0005471]
P47017	reviewed	chromatin binding [GO:0003682]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; RNA cap binding [GO:0000339]
P53744	reviewed	transmembrane transporter activity [GO:0022857]
Q07807	reviewed	mRNA binding [GO:0003729]
P04786	reviewed	DNA binding [GO:0003677]; DNA topoisomerase type I activity [GO:0003917]
P0CY08	reviewed	DNA binding, bending [GO:0008301]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; sequence-specific DNA binding [GO:0043565]
P0CY12	reviewed	DNA binding [GO:0003677]
P21651	reviewed	identical protein binding [GO:0042802]
P32489	reviewed	
P50946	reviewed	protein tyrosine phosphatase activity [GO:0004725]
Q05024	reviewed	
Q12255	reviewed	SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
Q12527	reviewed	protein-containing complex scaffold activity [GO:0032947]; protein kinase binding [GO:0019901]; SNARE binding [GO:0000149]
P04801	reviewed	ATP binding [GO:0005524]; threonine-tRNA ligase activity [GO:0004829]
P38781	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
Q08741	reviewed	
P04803	reviewed	ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]
Q12420	reviewed	
P04806	reviewed	ATP binding [GO:0005524]; fructokinase activity [GO:0008865]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536]; hexokinase activity [GO:0004396]; mannokinase activity [GO:0019158]
P40434	reviewed	ATP binding [GO:0005524]; helicase activity [GO:0004386]
Q3E7X8	reviewed	ATP binding [GO:0005524]; helicase activity [GO:0004386]
P14906	reviewed	protein transporter activity [GO:0008565]
P16661	reviewed	beta-1,4-mannosyltransferase activity [GO:0019187]; chitobiosyldiphosphodolichol beta-mannosyltransferase activity [GO:0004578]
P18414	reviewed	HDEL sequence binding [GO:0045015]
P25358	reviewed	3-oxo-arachidoyl-CoA synthase activity [GO:0102336]; 3-oxo-cerotoyl-CoA synthase activity [GO:0102337]; 3-oxo-lignoceronyl-CoA synthase activity [GO:0102338]; fatty acid elongase activity [GO:0009922]; very-long-chain 3-ketoacyl-CoA synthase activity [GO:0102756]
P25580	reviewed	
P25613	reviewed	acetate transmembrane transporter activity [GO:0015123]; ammonium transmembrane transporter activity [GO:0008519]
P25639	reviewed	
P32842	reviewed	proton-transporting ATPase activity, rotational mechanism [GO:0046961]
P32903	reviewed	enzyme regulator activity [GO:0030234]
P35206	reviewed	enzyme regulator activity [GO:0030234]
P35723	reviewed	
P36057	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; identical protein binding [GO:0042802]; signal recognition particle binding [GO:0005047]
P38264	reviewed	
P38286	reviewed	3-oxo-arachidoyl-CoA reductase activity [GO:0102339]; 3-oxo-behenoyl-CoA reductase activity [GO:0102340]; 3-oxo-cerotoyl-CoA reductase activity [GO:0102342]; 3-oxo-lignoceroyl-CoA reductase activity [GO:0102341]; ketoreductase activity [GO:0045703]
P38428	reviewed	ubiquitin binding [GO:0043130]; ubiquitin-protein transferase activator activity [GO:0097027]
P38729	reviewed	
P38837	reviewed	unfolded protein binding [GO:0051082]
P38842	reviewed	
P38843	reviewed	unfolded protein binding [GO:0051082]
P39540	reviewed	3-oxo-arachidoyl-CoA synthase activity [GO:0102336]; 3-oxo-cerotoyl-CoA synthase activity [GO:0102337]; 3-oxo-lignoceronyl-CoA synthase activity [GO:0102338]; fatty acid elongase activity [GO:0009922]; very-long-chain 3-ketoacyl-CoA synthase activity [GO:0102756]
P39704	reviewed	
P40319	reviewed	3-oxo-arachidoyl-CoA synthase activity [GO:0102336]; 3-oxo-cerotoyl-CoA synthase activity [GO:0102337]; 3-oxo-lignoceronyl-CoA synthase activity [GO:0102338]; fatty acid elongase activity [GO:0009922]; very-long-chain 3-ketoacyl-CoA synthase activity [GO:0102756]
P40350	reviewed	dolichyl-phosphate beta-glucosyltransferase activity [GO:0004581]
P40478	reviewed	porin activity [GO:0015288]; voltage-gated anion channel activity [GO:0008308]
P40548	reviewed	chaperone binding [GO:0051087]; ribosome binding [GO:0043022]
P41543	reviewed	dolichyl-diphosphooligosaccharide-protein glycotransferase activity [GO:0004579]
P43561	reviewed	copper ion binding [GO:0005507]; ferroxidase activity [GO:0004322]; oxidoreductase activity, oxidizing metal ions [GO:0016722]
P46961	reviewed	phosphatidylinositol N-acetylglucosaminyltransferase activity [GO:0017176]
P46965	reviewed	peptidase activity [GO:0008233]
P47026	reviewed	glucosaminyl-phosphotidylinositol O-acyltransferase activity [GO:0032216]
P47154	reviewed	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
P53176	reviewed	
P53237	reviewed	
P53337	reviewed	COPII adaptor activity [GO:0097020]
Q02774	reviewed	unfolded protein binding [GO:0051082]
Q03010	reviewed	transcription corepressor activity [GO:0003714]
Q03554	reviewed	
Q04697	reviewed	unfolded protein binding [GO:0051082]
Q06135	reviewed	1,3-beta-glucanosyltransferase activity [GO:0042124]
Q08811	reviewed	
Q12412	reviewed	
Q12450	reviewed	
P04819	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA ligase (ATP) activity [GO:0003910]; metal ion binding [GO:0046872]
P38699	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
P53174	reviewed	
P53633	reviewed	
Q03860	reviewed	identical protein binding [GO:0042802]
P08018	reviewed	ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; MAP-kinase scaffold activity [GO:0005078]; peptide alpha-N-acetyltransferase activity [GO:0004596]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]
P10869	reviewed	aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]
P11986	reviewed	inositol-3-phosphate synthase activity [GO:0004512]
P13185	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
P13574	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
P18410	reviewed	
P18900	reviewed	metal ion binding [GO:0046872]; trans-hexaprenyltranstransferase activity [GO:0000010]
P18963	reviewed	GTPase activator activity [GO:0005096]
P25368	reviewed	
P25374	reviewed	cysteine desulfurase activity [GO:0031071]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; pyridoxal phosphate binding [GO:0030170]
P31787	reviewed	fatty-acyl-CoA binding [GO:0000062]; lipid binding [GO:0008289]; long-chain fatty acyl-CoA binding [GO:0036042]
P32319	reviewed	nucleotide binding [GO:0000166]; signal sequence binding [GO:0005048]
P32333	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; TBP-class protein binding [GO:0017025]
P32581	reviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P32634	reviewed	
P32639	reviewed	ATP binding [GO:0005524]; ATP-dependent helicase activity [GO:0008026]; ATP-dependent RNA helicase activity [GO:0004004]; identical protein binding [GO:0042802]; nucleic acid binding [GO:0003676]
P34227	reviewed	thioredoxin peroxidase activity [GO:0008379]
P38235	reviewed	
P39002	reviewed	ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]; very long-chain fatty acid-CoA ligase activity [GO:0031957]
P40438	reviewed	nucleotide binding [GO:0000166]; signal sequence binding [GO:0005048]
P40450	reviewed	actin binding [GO:0003779]; profilin binding [GO:0005522]; Rho GTPase binding [GO:0017048]
P43614	reviewed	
P47101	reviewed	
P48524	reviewed	ubiquitin-ubiquitin ligase activity [GO:0034450]
P49095	reviewed	glycine binding [GO:0016594]; glycine dehydrogenase (decarboxylating) activity [GO:0004375]
P50076	reviewed	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity [GO:0004583]; dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity [GO:0106073]
P53094	reviewed	
P53145	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
P53279	reviewed	
P53318	reviewed	2-octaprenyl-6-methoxyphenol hydroxylase activity [GO:0008681]; FAD binding [GO:0071949]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]
P53733	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P53750	reviewed	carboxylic ester hydrolase activity [GO:0052689]; epoxide hydrolase activity [GO:0004301]
P53860	reviewed	identical protein binding [GO:0042802]; phosphatidylinositol transporter activity [GO:0008526]
P53924	reviewed	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]
Q02887	reviewed	phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4-phosphate binding [GO:0070273]
Q03063	reviewed	transcription factor binding [GO:0008134]
Q03373	reviewed	transcription factor binding [GO:0008134]
Q03770	reviewed	arginine transmembrane transporter activity [GO:0015181]
Q03796	reviewed	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity [GO:0046404]; double-stranded DNA binding [GO:0003690]; polynucleotide 3'-phosphatase activity [GO:0046403]
Q06103	reviewed	enzyme regulator activity [GO:0030234]; structural molecule activity [GO:0005198]
Q07451	reviewed	
Q07949	reviewed	phosphoprotein phosphatase activity [GO:0004721]
Q12216	reviewed	double-stranded DNA binding [GO:0003690]; SUMO transferase activity [GO:0019789]; zinc ion binding [GO:0008270]
Q12432	reviewed	
Q12479	reviewed	
Q7LHG5	reviewed	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; peptidase activity [GO:0008233]; ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; zinc ion binding [GO:0008270]
P04824	reviewed	raffinose alpha-galactosidase activity [GO:0052692]
P04840	reviewed	porin activity [GO:0015288]; ubiquinone binding [GO:0048039]; voltage-gated anion channel activity [GO:0008308]
P04911	reviewed	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]
P38754	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
P05030	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]
Q04121	reviewed	potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]
P05066	reviewed	deoxyribodipyrimidine photo-lyase activity [GO:0003904]; DNA binding [GO:0003677]; mRNA binding [GO:0003729]; nucleotide binding [GO:0000166]
P05085	reviewed	RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; transcription coregulator activity [GO:0003712]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]; zinc ion binding [GO:0008270]
P07249	reviewed	protein dimerization activity [GO:0046983]; proximal promoter sequence-specific DNA binding [GO:0000987]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
P17709	reviewed	ATP binding [GO:0005524]; fructokinase activity [GO:0008865]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536]; mannokinase activity [GO:0019158]
P18961	reviewed	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P32450	reviewed	
P33299	reviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; proteasome-activating ATPase activity [GO:0036402]; TBP-class protein binding [GO:0017025]; ubiquitin protein ligase binding [GO:0031625]
P38042	reviewed	
P47027	reviewed	DNA polymerase binding [GO:0070182]; protein kinase activator activity [GO:0030295]
P49957	reviewed	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors [GO:0016706]; tRNA (uracil) methyltransferase activity [GO:0016300]; tRNA binding [GO:0000049]; tRNA methyltransferase activity [GO:0008175]
P53038	reviewed	telomeric DNA binding [GO:0042162]
P53272	reviewed	
P05150	reviewed	amino acid binding [GO:0016597]; ornithine carbamoyltransferase activity [GO:0004585]
P06243	reviewed	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]
P05316	reviewed	nucleobase transmembrane transporter activity [GO:0015205]; uracil:cation symporter activity [GO:0015505]
P16603	reviewed	electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; NADP binding [GO:0050661]; NADPH-hemoprotein reductase activity [GO:0003958]; oxidoreductase activity [GO:0016491]
P05318	reviewed	protein kinase activator activity [GO:0030295]; ribonucleoprotein complex binding [GO:0043021]; structural constituent of ribosome [GO:0003735]
Q05881	reviewed	
P22803	reviewed	disulfide oxidoreductase activity [GO:0015036]; protein disulfide oxidoreductase activity [GO:0015035]
Q06813	reviewed	
Q12089	reviewed	
P05319	reviewed	protein kinase activator activity [GO:0030295]; structural constituent of ribosome [GO:0003735]
Q08110	reviewed	
P05373	reviewed	porphobilinogen synthase activity [GO:0004655]; zinc ion binding [GO:0008270]
P05374	reviewed	phosphatidylethanolamine N-methyltransferase activity [GO:0004608]
P10614	reviewed	heme binding [GO:0020037]; iron ion binding [GO:0005506]; sterol 14-demethylase activity [GO:0008398]
P38227	reviewed	drug transmembrane transporter activity [GO:0015238]; polyamine transmembrane transporter activity [GO:0015203]
P05375	reviewed	phosphatidylethanolamine N-methyltransferase activity [GO:0004608]; phosphatidyl-N-dimethylethanolamine N-methyltransferase activity [GO:0080101]; phosphatidyl-N-methylethanolamine N-methyltransferase activity [GO:0000773]
P40582	reviewed	glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]
P47050	reviewed	ubiquitin-protein transferase activity [GO:0004842]
P05453	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; identical protein binding [GO:0042802]; translation release factor activity [GO:0003747]
