Entry	Status	Gene ontology (biological process)
P97480	reviewed	anatomical structure development [GO:0048856]; double-strand break repair [GO:0006302]; histone dephosphorylation [GO:0016576]; multicellular organism development [GO:0007275]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; positive regulation of DNA repair [GO:0045739]; protein dephosphorylation [GO:0006470]; response to ionizing radiation [GO:0010212]
Q5SXJ3	reviewed	cellular response to angiotensin [GO:1904385]; cellular response to hypoxia [GO:0071456]; cellular response to vitamin [GO:0071295]; chiasma assembly [GO:0051026]; double-strand break repair involved in meiotic recombination [GO:1990918]; male gonad development [GO:0008584]; meiotic DNA double-strand break processing involved in reciprocal meiotic recombination [GO:0010705]; negative regulation of cell proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; nucleotide-excision repair [GO:0006289]; regulation of transcription by RNA polymerase II [GO:0006357]; response to toxic substance [GO:0009636]; seminiferous tubule development [GO:0072520]; spermatid development [GO:0007286]; spermatogenesis [GO:0007283]; spermatogonial cell division [GO:0007284]; synapsis [GO:0007129]
Q61221	reviewed	angiogenesis [GO:0001525]; axonal transport of mitochondrion [GO:0019896]; B-1 B cell homeostasis [GO:0001922]; blood vessel development [GO:0001568]; blood vessel morphogenesis [GO:0048514]; camera-type eye morphogenesis [GO:0048593]; cardiac ventricle morphogenesis [GO:0003208]; cartilage development [GO:0051216]; cell differentiation [GO:0030154]; cellular iron ion homeostasis [GO:0006879]; cellular response to hypoxia [GO:0071456]; cellular response to interleukin-1 [GO:0071347]; cerebral cortex development [GO:0021987]; collagen metabolic process [GO:0032963]; connective tissue replacement involved in inflammatory response wound healing [GO:0002248]; digestive tract morphogenesis [GO:0048546]; dopaminergic neuron differentiation [GO:0071542]; elastin metabolic process [GO:0051541]; embryonic hemopoiesis [GO:0035162]; embryonic placenta development [GO:0001892]; epithelial cell differentiation involved in mammary gland alveolus development [GO:0061030]; epithelial to mesenchymal transition [GO:0001837]; glucose homeostasis [GO:0042593]; heart looping [GO:0001947]; hemoglobin biosynthetic process [GO:0042541]; hypoxia-inducible factor-1alpha signaling pathway [GO:0097411]; intestinal epithelial cell maturation [GO:0060574]; iris morphogenesis [GO:0061072]; lactate metabolic process [GO:0006089]; lactation [GO:0007595]; muscle cell cellular homeostasis [GO:0046716]; negative regulation of apoptotic process [GO:0043066]; negative regulation of bone mineralization [GO:0030502]; negative regulation of gene expression [GO:0010629]; negative regulation of growth [GO:0045926]; negative regulation of mesenchymal cell apoptotic process [GO:2001054]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of ossification [GO:0030279]; negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway [GO:1903377]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of thymocyte apoptotic process [GO:0070244]; negative regulation of TOR signaling [GO:0032007]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vasoconstriction [GO:0045906]; neural crest cell migration [GO:0001755]; neural fold elevation formation [GO:0021502]; outflow tract morphogenesis [GO:0003151]; oxygen homeostasis [GO:0032364]; positive regulation of angiogenesis [GO:0045766]; positive regulation of apoptotic process [GO:0043065]; positive regulation of autophagy [GO:0010508]; positive regulation of autophagy of mitochondrion [GO:1903599]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of cell proliferation [GO:0008284]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gene expression [GO:0010628]; positive regulation of gluconeogenesis [GO:0045722]; positive regulation of hormone biosynthetic process [GO:0046886]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of macroautophagy [GO:0016239]; positive regulation of neuroblast proliferation [GO:0002052]; positive regulation of pri-miRNA transcription by RNA polymerase II [GO:1902895]; positive regulation of receptor biosynthetic process [GO:0010870]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to hypoxia [GO:0061419]; positive regulation of vascular endothelial growth factor production [GO:0010575]; positive regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030949]; regulation of aerobic respiration [GO:1903715]; regulation of catalytic activity [GO:0050790]; regulation of cell proliferation [GO:0042127]; regulation of gene expression [GO:0010468]; regulation of glycolytic process [GO:0006110]; regulation of thymocyte apoptotic process [GO:0070243]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcription from RNA polymerase II promoter in response to oxidative stress [GO:0043619]; regulation of transforming growth factor beta2 production [GO:0032909]; response to fungicide [GO:0060992]; response to hypoxia [GO:0001666]; response to iron ion [GO:0010039]; response to muscle activity [GO:0014850]; retina vasculature development in camera-type eye [GO:0061298]; signal transduction [GO:0007165]; transcription by RNA polymerase II [GO:0006366]; vascular endothelial growth factor production [GO:0010573]; vasculature development [GO:0001944]; visual learning [GO:0008542]
Q62219	reviewed	cell fate commitment [GO:0045165]; epithelial cell differentiation [GO:0030855]; morphogenesis of embryonic epithelium [GO:0016331]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; response to heat [GO:0009408]; ubiquitin-dependent SMAD protein catabolic process [GO:0030579]; Wnt signaling pathway [GO:0016055]
Q64163	reviewed	mitotic cell cycle [GO:0000278]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell cycle [GO:0051726]; regulation of transcription, DNA-templated [GO:0006355]
Q64287	reviewed	defense response to protozoan [GO:0042832]; histone H3 acetylation [GO:0043966]; histone H4 acetylation [GO:0043967]; myeloid dendritic cell differentiation [GO:0043011]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of DNA binding [GO:0043388]; positive regulation of interleukin-10 biosynthetic process [GO:0045082]; positive regulation of interleukin-13 biosynthetic process [GO:0045368]; positive regulation of interleukin-2 biosynthetic process [GO:0045086]; positive regulation of interleukin-4 biosynthetic process [GO:0045404]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein methylation [GO:0006479]; T-helper 17 cell lineage commitment [GO:0072540]
Q64701	reviewed	cell cycle [GO:0007049]; cell differentiation [GO:0030154]; chromatin organization [GO:0006325]; negative regulation of cellular senescence [GO:2000773]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of gene expression [GO:0010629]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of cell division [GO:0051302]; regulation of lipid kinase activity [GO:0043550]; regulation of mitotic cell cycle [GO:0007346]
Q69ZU8	reviewed	negative regulation of canonical Wnt signaling pathway [GO:0090090]; positive regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000096]
Q7TNV0	reviewed	chromatin organization [GO:0006325]; regulation of double-strand break repair [GO:2000779]; regulation of double-strand break repair via nonhomologous end joining [GO:2001032]
Q99LJ2	reviewed	
Q9CQZ1	reviewed	cellular heat acclimation [GO:0070370]; endodermal cell differentiation [GO:0035987]; muscle contraction [GO:0006936]
Q9CXU1	reviewed	limb development [GO:0060173]; negative regulation of fibroblast proliferation [GO:0048147]; protein ubiquitination [GO:0016567]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9D8X5	reviewed	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay [GO:0043928]; gene silencing by RNA [GO:0031047]; negative regulation of translation [GO:0017148]; positive regulation of cell proliferation [GO:0008284]; positive regulation of mRNA catabolic process [GO:0061014]; transcription, DNA-templated [GO:0006351]
Q9D902	reviewed	transcription initiation from RNA polymerase II promoter [GO:0006367]
Q9DBA9	reviewed	cellular response to leukemia inhibitory factor [GO:1990830]; nucleotide-excision repair [GO:0006289]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; positive regulation of transcription by RNA polymerase II [GO:0045944]; transcription by RNA polymerase I [GO:0006360]; transcription by RNA polymerase II [GO:0006366]
Q9EPZ6	reviewed	anatomical structure formation involved in morphogenesis [GO:0048646]; anterior/posterior axis specification [GO:0009948]; cell differentiation [GO:0030154]; cochlea morphogenesis [GO:0090103]; morphogenesis of embryonic epithelium [GO:0016331]; negative regulation of canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation [GO:0060829]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell-cell adhesion [GO:0022409]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of mesenchymal cell proliferation [GO:0002053]; positive regulation of mesenchymal cell proliferation involved in ureter development [GO:2000729]; renal system development [GO:0072001]; sensory perception of sound [GO:0007605]; sinoatrial node development [GO:0003163]; smooth muscle cell differentiation [GO:0051145]; somitogenesis [GO:0001756]; ureter development [GO:0072189]
Q9EQN3	reviewed	response to osmotic stress [GO:0006970]
O55201	reviewed	negative regulation of DNA-templated transcription, elongation [GO:0032785]; negative regulation of mRNA polyadenylation [GO:1900364]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; positive regulation of macroautophagy [GO:0016239]; positive regulation of transcription by RNA polymerase II [GO:0045944]; transcription elongation from RNA polymerase II promoter [GO:0006368]
P63271	reviewed	chromatin organization [GO:0006325]; negative regulation of DNA-templated transcription, elongation [GO:0032785]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription elongation from RNA polymerase II promoter [GO:0034244]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; positive regulation of transcription by RNA polymerase II [GO:0045944]; transcription elongation from RNA polymerase II promoter [GO:0006368]
Q925E7	reviewed	cell division [GO:0051301]; exit from mitosis [GO:0010458]; mitotic cell cycle [GO:0000278]; peptidyl-serine dephosphorylation [GO:0070262]
O55203	reviewed	epithelial structure maintenance [GO:0010669]; hair follicle development [GO:0001942]; multicellular organism development [GO:0007275]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cellular component biogenesis [GO:0044089]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell migration [GO:0030334]; regulation of kinase activity [GO:0043549]; somatic stem cell population maintenance [GO:0035019]
P25801	reviewed	cellular response to thyroid hormone stimulus [GO:0097067]; embryonic hemopoiesis [GO:0035162]; mRNA transcription by RNA polymerase II [GO:0042789]; negative regulation of erythrocyte differentiation [GO:0045647]; positive regulation of transcription by RNA polymerase II [GO:0045944]
P53776	reviewed	animal organ morphogenesis [GO:0009887]; medial motor column neuron differentiation [GO:0021526]; motor neuron axon guidance [GO:0008045]; negative regulation of apoptotic process [GO:0043066]; placenta development [GO:0001890]; positive regulation of transcription by RNA polymerase II [GO:0045944]
P61372	reviewed	atrial septum morphogenesis [GO:0060413]; axon regeneration [GO:0031103]; cardiac cell fate determination [GO:0060913]; cardiac muscle cell myoblast differentiation [GO:0060379]; cardiac right ventricle morphogenesis [GO:0003215]; cellular response to glucocorticoid stimulus [GO:0071385]; endocardial cushion morphogenesis [GO:0003203]; heart development [GO:0007507]; heart morphogenesis [GO:0003007]; innervation [GO:0060384]; mesenchymal cell differentiation [GO:0048762]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of inflammatory response [GO:0050728]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of protein homodimerization activity [GO:0090074]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neural crest cell migration [GO:0001755]; neuron differentiation [GO:0030182]; neuron fate commitment [GO:0048663]; neuron fate specification [GO:0048665]; outflow tract morphogenesis [GO:0003151]; outflow tract septum morphogenesis [GO:0003148]; pancreas development [GO:0031016]; peripheral nervous system neuron axonogenesis [GO:0048936]; peripheral nervous system neuron development [GO:0048935]; pharyngeal system development [GO:0060037]; pituitary gland development [GO:0021983]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell differentiation [GO:0045597]; positive regulation of cell proliferation [GO:0008284]; positive regulation of DNA binding [GO:0043388]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of granulocyte colony-stimulating factor production [GO:0071657]; positive regulation of granulocyte macrophage colony-stimulating factor production [GO:0032725]; positive regulation of histone acetylation [GO:0035066]; positive regulation of insulin secretion [GO:0032024]; positive regulation of interferon-gamma production [GO:0032729]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of interleukin-1 alpha production [GO:0032730]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of macrophage colony-stimulating factor production [GO:1901258]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; positive regulation of vascular endothelial growth factor production [GO:0010575]; regulation of gene expression [GO:0010468]; regulation of secondary heart field cardioblast proliferation [GO:0003266]; regulation of transcription, DNA-templated [GO:0006355]; retinal ganglion cell axon guidance [GO:0031290]; secondary heart field specification [GO:0003139]; sensory system development [GO:0048880]; spinal cord motor neuron cell fate specification [GO:0021520]; spinal cord motor neuron differentiation [GO:0021522]; trigeminal nerve development [GO:0021559]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral motor neuron differentiation [GO:0021524]
P61375	reviewed	cell-cell signaling [GO:0007267]; cell proliferation in forebrain [GO:0021846]; cerebellar Purkinje cell differentiation [GO:0021702]; cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation [GO:0021937]; cerebellum development [GO:0021549]; forebrain neuron differentiation [GO:0021879]; hippocampus development [GO:0021766]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of cell proliferation [GO:0042127]; spinal cord association neuron differentiation [GO:0021527]
P61969	reviewed	negative regulation of protein complex assembly [GO:0031333]; neural tube closure [GO:0001843]; positive regulation of kinase activity [GO:0033674]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell activation [GO:0050865]; regulation of cell fate specification [GO:0042659]; regulation of cell migration [GO:0030334]; spinal cord association neuron differentiation [GO:0021527]; spinal cord motor neuron differentiation [GO:0021522]; thymus development [GO:0048538]; transcription by RNA polymerase II [GO:0006366]; ventral spinal cord interneuron differentiation [GO:0021514]; ventricular septum development [GO:0003281]
P63006	reviewed	anatomical structure formation involved in morphogenesis [GO:0048646]; anatomical structure morphogenesis [GO:0009653]; anterior/posterior axis specification [GO:0009948]; anterior/posterior pattern specification [GO:0009952]; branching involved in ureteric bud morphogenesis [GO:0001658]; cell-cell signaling [GO:0007267]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cerebellar Purkinje cell differentiation [GO:0021702]; cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation [GO:0021937]; cerebellum development [GO:0021549]; cervix development [GO:0060067]; comma-shaped body morphogenesis [GO:0072049]; dorsal/ventral pattern formation [GO:0009953]; ectoderm formation [GO:0001705]; embryonic pattern specification [GO:0009880]; embryonic retina morphogenesis in camera-type eye [GO:0060059]; embryonic viscerocranium morphogenesis [GO:0048703]; endoderm formation [GO:0001706]; epithelium development [GO:0060429]; forebrain regionalization [GO:0021871]; gastrulation with mouth forming second [GO:0001702]; head development [GO:0060322]; horizontal cell localization [GO:0035852]; kidney development [GO:0001822]; lateral motor column neuron migration [GO:0097477]; mesonephric duct development [GO:0072177]; mesonephros development [GO:0001823]; metanephric comma-shaped body morphogenesis [GO:0072278]; metanephric glomerulus development [GO:0072224]; metanephric part of ureteric bud development [GO:0035502]; metanephric renal vesicle morphogenesis [GO:0072283]; metanephric S-shaped body morphogenesis [GO:0072284]; metanephros development [GO:0001656]; motor neuron axon guidance [GO:0008045]; negative regulation of transcription, DNA-templated [GO:0045892]; nephric duct elongation [GO:0035849]; nephric duct morphogenesis [GO:0072178]; oviduct development [GO:0060066]; oviduct epithelium development [GO:0035846]; paramesonephric duct development [GO:0061205]; pattern specification process [GO:0007389]; positive regulation of anterior head development [GO:2000744]; positive regulation of branching involved in ureteric bud morphogenesis [GO:0090190]; positive regulation of embryonic development [GO:0040019]; positive regulation of gastrulation [GO:2000543]; positive regulation of nephron tubule epithelial cell differentiation [GO:2000768]; positive regulation of transcription, DNA-templated [GO:0045893]; post-embryonic development [GO:0009791]; primitive streak formation [GO:0090009]; pronephros development [GO:0048793]; regulation of gene expression [GO:0010468]; renal system development [GO:0072001]; renal vesicle morphogenesis [GO:0072077]; retina development in camera-type eye [GO:0060041]; retina layer formation [GO:0010842]; somite rostral/caudal axis specification [GO:0032525]; spinal cord association neuron differentiation [GO:0021527]; spinal cord development [GO:0021510]; S-shaped body morphogenesis [GO:0072050]; telencephalon development [GO:0021537]; transcription by RNA polymerase II [GO:0006366]; ureteric bud development [GO:0001657]; urogenital system development [GO:0001655]; uterine epithelium development [GO:0035847]; uterus development [GO:0060065]; vagina development [GO:0060068]; ventral spinal cord development [GO:0021517]
Q3U4B1	unreviewed	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q8BZL8	reviewed	negative regulation of ERK1 and ERK2 cascade [GO:0070373]; positive regulation of glucocorticoid receptor signaling pathway [GO:2000324]; positive regulation of peroxisome proliferator activated receptor signaling pathway [GO:0035360]
Q8C9M8	unreviewed	
Q924W9	reviewed	negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of T cell homeostatic proliferation [GO:0046013]
Q9CXV0	reviewed	negative regulation of neuron differentiation [GO:0045665]; neuron fate commitment [GO:0048663]; regulation of transcription, DNA-templated [GO:0006355]; retinal ganglion cell axon guidance [GO:0031290]; spinal cord motor neuron cell fate specification [GO:0021520]; visceral motor neuron differentiation [GO:0021524]
Q9CYZ8	reviewed	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q9D0P5	reviewed	canonical Wnt signaling pathway [GO:0060070]; hematopoietic progenitor cell differentiation [GO:0002244]; kidney development [GO:0001822]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-embryonic development [GO:0009791]; protein localization to nucleus [GO:0034504]; spermatid development [GO:0007286]; spermatid nucleus differentiation [GO:0007289]
Q9JKU8	reviewed	axon guidance [GO:0007411]; brain development [GO:0007420]; central nervous system development [GO:0007417]; central nervous system neuron differentiation [GO:0021953]; cerebellum development [GO:0021549]; dentate gyrus development [GO:0021542]; dopaminergic neuron differentiation [GO:0071542]; hippocampus development [GO:0021766]; locomotory behavior [GO:0007626]; memory [GO:0007613]; midbrain development [GO:0030901]; midbrain dopaminergic neuron differentiation [GO:1904948]; negative regulation of neuron differentiation [GO:0045665]; neuron differentiation [GO:0030182]; olfactory behavior [GO:0042048]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of Wnt-mediated midbrain dopaminergic neuron differentiation [GO:1905426]; regulation of cell growth [GO:0001558]; regulation of gene expression [GO:0010468]; synapse organization [GO:0050808]
Q9WUH2	reviewed	cell proliferation [GO:0008283]; dorsal spinal cord interneuron anterior axon guidance [GO:0097380]; female gonad development [GO:0008585]; gonad morphogenesis [GO:0035262]; male gonad development [GO:0008584]; negative regulation of transcription, DNA-templated [GO:0045892]
Q9Z0S2	reviewed	anatomical structure formation involved in morphogenesis [GO:0048646]; axon extension [GO:0048675]; axon guidance [GO:0007411]; brain development [GO:0007420]; cerebral cortex development [GO:0021987]; dorsal/ventral pattern formation [GO:0009953]; hair follicle development [GO:0001942]; maintenance of epithelial cell apical/basal polarity [GO:0045199]; mesoderm development [GO:0007498]; negative regulation of gene expression, epigenetic [GO:0045814]; negative regulation of neurogenesis [GO:0050768]; negative regulation of transcription regulatory region DNA binding [GO:2000678]; nervous system development [GO:0007399]; neural tube closure [GO:0001843]; neurogenesis [GO:0022008]; neuron differentiation [GO:0030182]; olfactory bulb development [GO:0021772]; positive regulation of neural precursor cell proliferation [GO:2000179]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; retina development in camera-type eye [GO:0060041]; telencephalon development [GO:0021537]; telencephalon regionalization [GO:0021978]
O70137	reviewed	embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic forelimb morphogenesis [GO:0035115]; embryonic hindlimb morphogenesis [GO:0035116]; embryonic skeletal system morphogenesis [GO:0048704]; pattern specification process [GO:0007389]; regulation of apoptotic process [GO:0042981]; regulation of transcription, DNA-templated [GO:0006355]
P97875	reviewed	negative regulation of fat cell differentiation [GO:0045599]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of histone deacetylation [GO:0031065]
O70191	reviewed	cerebellar granule cell precursor proliferation [GO:0021930]; circadian rhythm [GO:0007623]; fat cell differentiation [GO:0045444]; multicellular organism growth [GO:0035264]; negative regulation of apoptotic process [GO:0043066]; negative regulation of astrocyte differentiation [GO:0048712]; negative regulation of cell cycle G2/M phase transition [GO:1902750]; negative regulation of cell proliferation [GO:0008285]; negative regulation of neurogenesis [GO:0050768]; negative regulation of transcription, DNA-templated [GO:0045892]; olfactory bulb interneuron development [GO:0021891]; olfactory bulb interneuron differentiation [GO:0021889]; olfactory lobe development [GO:0021988]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-embryonic development [GO:0009791]; regulation of centrosome cycle [GO:0046605]; regulation of gene expression [GO:0010468]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]
P53568	reviewed	B cell differentiation [GO:0030183]; chromatin remodeling [GO:0006338]; enucleate erythrocyte differentiation [GO:0043353]; immune response [GO:0006955]; liver development [GO:0001889]; mRNA metabolic process [GO:0016071]; natural killer cell mediated cytotoxicity [GO:0042267]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; nucleosome disassembly [GO:0006337]; positive regulation of DNA repair [GO:0045739]; positive regulation of interferon-gamma biosynthetic process [GO:0045078]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]
O70220	reviewed	anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]; hair follicle morphogenesis [GO:0031069]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9D032	reviewed	head development [GO:0060322]; head morphogenesis [GO:0060323]; hematopoietic progenitor cell differentiation [GO:0002244]; midbrain-hindbrain boundary initiation [GO:0021547]; positive regulation of anterior head development [GO:2000744]; positive regulation of cell proliferation [GO:0008284]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; prechordal plate formation [GO:0021501]; protein-containing complex assembly [GO:0065003]
O70273	reviewed	cell differentiation [GO:0030154]; epithelial cell differentiation [GO:0030855]; epithelial cell proliferation [GO:0050673]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]
Q9EST8	reviewed	inflammatory response [GO:0006954]; positive regulation of inflammatory response [GO:0050729]; positive regulation of T-helper 17 cell differentiation [GO:2000321]; T cell receptor signaling pathway [GO:0050852]
O70343	reviewed	adaptive thermogenesis [GO:1990845]; adipose tissue development [GO:0060612]; aging [GO:0007568]; androgen metabolic process [GO:0008209]; autophagy of mitochondrion [GO:0000422]; brown fat cell differentiation [GO:0050873]; cellular response to caffeine [GO:0071313]; cellular response to estradiol stimulus [GO:0071392]; cellular response to follicle-stimulating hormone stimulus [GO:0071372]; cellular response to fructose stimulus [GO:0071332]; cellular response to glucose stimulus [GO:0071333]; cellular response to hypoxia [GO:0071456]; cellular response to interleukin-6 [GO:0071354]; cellular response to ionomycin [GO:1904637]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to nitrite [GO:0071250]; cellular response to oxidative stress [GO:0034599]; cellular response to potassium ion [GO:0035865]; cellular response to resveratrol [GO:1904639]; cellular response to thyroid hormone stimulus [GO:0097067]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; cerebellum development [GO:0021549]; circadian regulation of gene expression [GO:0032922]; energy homeostasis [GO:0097009]; fatty acid oxidation [GO:0019395]; flavone metabolic process [GO:0051552]; forebrain development [GO:0030900]; galactose metabolic process [GO:0006012]; gluconeogenesis [GO:0006094]; mitochondrion organization [GO:0007005]; negative regulation of glycolytic process [GO:0045820]; negative regulation of mitochondrial fission [GO:0090258]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of neuron death [GO:1901215]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of signaling receptor activity [GO:2000272]; negative regulation of smooth muscle cell migration [GO:0014912]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of cellular metabolic process [GO:0031325]; positive regulation of cellular respiration [GO:1901857]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of fatty acid oxidation [GO:0046321]; positive regulation of glomerular visceral epithelial cell apoptotic process [GO:1904635]; positive regulation of mitochondrial DNA metabolic process [GO:1901860]; positive regulation of mitochondrion organization [GO:0010822]; positive regulation of muscle tissue development [GO:1901863]; positive regulation of progesterone biosynthetic process [GO:2000184]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of circadian rhythm [GO:0042752]; regulation of NMDA receptor activity [GO:2000310]; regulation of transcription, DNA-templated [GO:0006355]; respiratory electron transport chain [GO:0022904]; response to activity [GO:0014823]; response to cold [GO:0009409]; response to dietary excess [GO:0002021]; response to electrical stimulus involved in regulation of muscle adaptation [GO:0014878]; response to epinephrine [GO:0071871]; response to ischemia [GO:0002931]; response to leucine [GO:0043201]; response to metformin [GO:1901558]; response to methionine [GO:1904640]; response to muscle activity [GO:0014850]; response to norepinephrine [GO:0071873]; response to reactive oxygen species [GO:0000302]; response to starvation [GO:0042594]; skeletal muscle atrophy [GO:0014732]
