Entry	Status	Gene ontology (biological process)
P38130	reviewed	cell wall mannoprotein biosynthetic process [GO:0000032]; N-glycan processing [GO:0006491]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]
P39958	reviewed	protein transport [GO:0015031]; small GTPase mediated signal transduction [GO:0007264]; vesicle-mediated transport [GO:0016192]
P40093	reviewed	
P54783	reviewed	cellular response to oxidative stress [GO:0034599]; dehydro-D-arabinono-1,4-lactone biosynthetic process [GO:0070485]
Q12270	reviewed	
Q12383	reviewed	tRNA methylation [GO:0030488]
P02293	reviewed	chromatin assembly or disassembly [GO:0006333]; negative regulation of transcription by RNA polymerase II [GO:0000122]; postreplication repair [GO:0006301]
P38431	reviewed	formation of cytoplasmic translation initiation complex [GO:0001732]; mature ribosome assembly [GO:0042256]; negative regulation of translational initiation [GO:0045947]; regulation of translational initiation [GO:0006446]
P02294	reviewed	chromatin assembly or disassembly [GO:0006333]
P0CY06	reviewed	positive regulation of mating-type specific transcription, DNA-templated [GO:0045895]; regulation of mating-type specific transcription, DNA-templated [GO:0007532]; regulation of transcription by RNA polymerase II [GO:0006357]
P02309	reviewed	chromatin assembly or disassembly [GO:0006333]; histone H3-K79 methylation [GO:0034729]; nucleosome assembly [GO:0006334]; sexual sporulation resulting in formation of a cellular spore [GO:0043935]; transfer RNA gene-mediated silencing [GO:0061587]
P32447	reviewed	chromatin silencing at silent mating-type cassette [GO:0030466]; chromatin silencing at telomere [GO:0006348]; DNA replication-dependent nucleosome assembly [GO:0006335]; DNA replication-independent nucleosome assembly [GO:0006336]; histone acetylation [GO:0016573]; histone exchange [GO:0043486]; histone H2B ubiquitination [GO:0033523]; nucleosome disassembly [GO:0006337]; positive regulation of histone acetylation [GO:0035066]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; regulation of gene expression [GO:0010468]; regulation of protein phosphorylation [GO:0001932]; regulation of transcription from RNA polymerase II promoter in response to stress [GO:0043618]
P36012	reviewed	2-micrometer plasmid partitioning [GO:0030543]; kinetochore assembly [GO:0051382]; mitotic sister chromatid segregation [GO:0000070]; nucleosome assembly [GO:0006334]; protein localization to CENP-A containing chromatin [GO:0061644]; rRNA transcription [GO:0009303]
P61830	reviewed	chromatin assembly or disassembly [GO:0006333]; global genome nucleotide-excision repair [GO:0070911]; nucleosome assembly [GO:0006334]; rRNA transcription [GO:0009303]; sexual sporulation resulting in formation of a cellular spore [GO:0043935]
Q06205	reviewed	histone peptidyl-prolyl isomerization [GO:0000412]; negative regulation of histone H3-K36 methylation [GO:0000415]; nucleosome assembly [GO:0006334]
Q12373	reviewed	chromatin silencing at telomere [GO:0006348]; histone acetylation [GO:0016573]; nucleosome assembly [GO:0006334]
P02400	reviewed	cytoplasmic translation [GO:0002181]; positive regulation of protein kinase activity [GO:0045860]; translational elongation [GO:0006414]
P05317	reviewed	cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]
P10622	reviewed	cytoplasmic translation [GO:0002181]; positive regulation of protein kinase activity [GO:0045860]; translational elongation [GO:0006414]
P32790	reviewed	actin cortical patch assembly [GO:0000147]; actin filament organization [GO:0007015]; endocytosis [GO:0006897]; negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316]
P38067	reviewed	cellular response to oxidative stress [GO:0034599]; gamma-aminobutyric acid catabolic process [GO:0009450]; glutamate decarboxylation to succinate [GO:0006540]
P02407	reviewed	cytoplasmic translation [GO:0002181]; ribosomal small subunit assembly [GO:0000028]
P02557	reviewed	cytoskeleton organization [GO:0007010]; homologous chromosome segregation [GO:0045143]; microtubule-based process [GO:0007017]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; mitotic sister chromatid segregation [GO:0000070]; nuclear migration along microtubule [GO:0030473]; positive regulation of intracellular protein transport [GO:0090316]; response to antibiotic [GO:0046677]
P09733	reviewed	homologous chromosome segregation [GO:0045143]; microtubule-based process [GO:0007017]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; mitotic sister chromatid segregation [GO:0000070]; nuclear division [GO:0000280]; nuclear migration along microtubule [GO:0030473]; nuclear migration by microtubule mediated pushing forces [GO:0098863]
P48606	reviewed	post-chaperonin tubulin folding pathway [GO:0007023]; tubulin complex assembly [GO:0007021]
Q02785	reviewed	organic acid transport [GO:0015849]; sterol import [GO:0035376]; transmembrane transport [GO:0055085]
Q04004	reviewed	negative regulation of signal transduction [GO:0009968]; positive regulation of transcription from RNA polymerase II promoter by pheromones [GO:0007329]; protein folding [GO:0006457]
P04076	reviewed	arginine biosynthetic process via ornithine [GO:0042450]
P04802	reviewed	aspartyl-tRNA aminoacylation [GO:0006422]
P04817	reviewed	arginine transport [GO:0015809]; basic amino acid transport [GO:0015802]; transmembrane transport [GO:0055085]
P06101	reviewed	cell division [GO:0051301]; osmosensory signaling MAPK cascade [GO:0000161]; positive regulation of MAPK cascade [GO:0043410]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; regulation of cell cycle [GO:0051726]; spindle pole body duplication [GO:0030474]
P06700	reviewed	chromatin assembly or disassembly [GO:0006333]; chromatin organization [GO:0006325]; chromatin silencing at rDNA [GO:0000183]; chromatin silencing at silent mating-type cassette [GO:0030466]; chromatin silencing at telomere [GO:0006348]; chronological cell aging [GO:0001300]; double-strand break repair via nonhomologous end joining [GO:0006303]; establishment of protein-containing complex localization to telomere [GO:0097695]; negative regulation of DNA amplification [GO:1904524]; negative regulation of DNA recombination [GO:0045910]; negative regulation of DNA replication [GO:0008156]; replicative cell aging [GO:0001302]; sister chromatid cohesion [GO:0007062]; telomere tethering at nuclear periphery [GO:0034398]
P07248	reviewed	cellular response to oleic acid [GO:0071400]; chromatin organization [GO:0006325]; negative regulation of chromatin silencing [GO:0031936]; peroxisome organization [GO:0007031]; positive regulation of ethanol catabolic process by positive regulation of transcription from RNA polymerase II promoter [GO:0061425]; positive regulation of fatty acid beta-oxidation by positive regulation of transcription from RNA polymerase II promoter [GO:0097235]; positive regulation of peroxisome organization by positive regulation of transcription from RNA polymerase II promoter [GO:0061424]; positive regulation of transcription from RNA polymerase II promoter by oleic acid [GO:0061429]; positive regulation of transcription from RNA polymerase II promoter in response to ethanol [GO:0061410]
P07263	reviewed	histidyl-tRNA aminoacylation [GO:0006427]; mitochondrial translation [GO:0032543]
P07275	reviewed	glutamate biosynthetic process [GO:0006537]; proline catabolic process to glutamate [GO:0010133]
P07991	reviewed	arginine catabolic process [GO:0006527]; arginine catabolic process to glutamate [GO:0019544]; arginine catabolic process to proline via ornithine [GO:0010121]; L-proline biosynthetic process [GO:0055129]; ornithine metabolic process [GO:0006591]
P0CD99	reviewed	alpha-glucoside transport [GO:0000017]; carbohydrate transport [GO:0008643]; hexose transmembrane transport [GO:0008645]; maltose metabolic process [GO:0000023]; transmembrane transport [GO:0055085]
P0CE00	reviewed	alpha-glucoside transport [GO:0000017]; carbohydrate transport [GO:0008643]; hexose transmembrane transport [GO:0008645]; maltose metabolic process [GO:0000023]
P0CE41	reviewed	carbon catabolite activation of transcription from RNA polymerase II promoter [GO:0000436]; establishment of protein localization to chromatin [GO:0071169]; negative regulation of transcription from RNA polymerase II promoter in response to hypoxia [GO:0061428]; regulation of cellular respiration [GO:0043457]; transcription, DNA-templated [GO:0006351]
P0CS82	reviewed	transcription, DNA-templated [GO:0006351]
P0CX12	reviewed	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]
P0CX13	reviewed	cellular sodium ion homeostasis [GO:0006883]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]
P0CX49	reviewed	cytoplasmic translation [GO:0002181]
P0CX50	reviewed	cytoplasmic translation [GO:0002181]
P14681	reviewed	cell cycle [GO:0007049]; cellular response to organic substance [GO:0071310]; cellular response to osmotic stress [GO:0071470]; intracellular signal transduction [GO:0035556]; invasive growth in response to glucose limitation [GO:0001403]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; positive regulation of division septum assembly [GO:0010973]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; protein phosphorylation [GO:0006468]; regulation of gene expression [GO:0010468]; signal transduction involved in filamentous growth [GO:0001402]
P15365	reviewed	allantoate transport [GO:0015719]; dipeptide transport [GO:0042938]; tripeptide transport [GO:0042939]
P15442	reviewed	cellular response to amino acid starvation [GO:0034198]; cellular response to benomyl [GO:0072755]; cellular response to histidine [GO:0071232]; cellular response to hydrogen peroxide [GO:0070301]; cellular stress response to acidic pH [GO:1990451]; chronological cell aging [GO:0001300]; DNA damage checkpoint [GO:0000077]; negative regulation of protein kinase activity by protein phosphorylation [GO:0100002]; negative regulation of TORC1 signaling [GO:1904262]; positive regulation of cellular response to amino acid starvation [GO:1903833]; positive regulation of macroautophagy [GO:0016239]; positive regulation of translational initiation in response to starvation [GO:0071264]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of eIF2 alpha phosphorylation by amino acid starvation [GO:0060733]; regulation of translational initiation [GO:0006446]; translation [GO:0006412]
P15625	reviewed	phenylalanyl-tRNA aminoacylation [GO:0006432]
P15705	reviewed	protein folding [GO:0006457]; protein localization [GO:0008104]; protein targeting to mitochondrion [GO:0006626]
P17536	reviewed	actin filament bundle assembly [GO:0051017]; actin filament organization [GO:0007015]; actin filament reorganization [GO:0090527]; actin polymerization or depolymerization [GO:0008154]; budding cell apical bud growth [GO:0007118]; budding cell isotropic bud growth [GO:0007119]; establishment of cell polarity [GO:0030010]; exocytosis [GO:0006887]; filamentous growth [GO:0030447]; intracellular mRNA localization [GO:0008298]; mitochondrion inheritance [GO:0000001]; mitotic actomyosin contractile ring assembly [GO:1903475]; pseudohyphal growth [GO:0007124]; vacuole inheritance [GO:0000011]; vesicle-mediated transport [GO:0016192]
P19882	reviewed	'de novo' protein folding [GO:0006458]; apoptotic mitochondrial changes [GO:0008637]; chaperone-mediated protein complex assembly [GO:0051131]; mitochondrion organization [GO:0007005]; protein import into mitochondrial intermembrane space [GO:0045041]; protein maturation [GO:0051604]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]
P21147	reviewed	mitochondrion inheritance [GO:0000001]; unsaturated fatty acid biosynthetic process [GO:0006636]
P22140	reviewed	phosphatidylcholine biosynthetic process [GO:0006656]; phosphatidylethanolamine biosynthetic process [GO:0006646]
P22203	reviewed	ATP hydrolysis coupled proton transport [GO:0015991]; vacuolar acidification [GO:0007035]
P23291	reviewed	cell morphogenesis [GO:0000902]; endocytosis [GO:0006897]; glucose mediated signaling pathway [GO:0010255]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; protein phosphorylation [GO:0006468]; response to glucose [GO:0009749]
P23561	reviewed	activation of MAPKK activity [GO:0000186]; activation of protein kinase activity [GO:0032147]; cellular response to heat [GO:0034605]; cell wall integrity MAPK cascade [GO:0000196]; invasive growth in response to glucose limitation [GO:0001403]; osmosensory signaling MAPK cascade [GO:0000161]; osmosensory signaling pathway via Sho1 osmosensor [GO:0007232]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]; pheromone response MAPK cascade [GO:0071507]; protein phosphorylation [GO:0006468]; pseudohyphal growth [GO:0007124]; regulation of transposition, RNA-mediated [GO:0010525]; signal transduction by protein phosphorylation [GO:0023014]; signal transduction involved in filamentous growth [GO:0001402]; stress-activated protein kinase signaling cascade [GO:0031098]
P25294	reviewed	cell cycle [GO:0007049]; chaperone cofactor-dependent protein refolding [GO:0051085]; misfolded protein transport [GO:0070843]; nuclear protein quality control by the ubiquitin-proteasome system [GO:0071630]; protein folding [GO:0006457]; translational initiation [GO:0006413]; tRNA import into nucleus [GO:0035719]
P25491	reviewed	'de novo' protein folding [GO:0006458]; chaperone-mediated protein complex assembly [GO:0051131]; protein refolding [GO:0042026]; protein targeting to ER [GO:0045047]; protein targeting to mitochondrion [GO:0006626]; response to heat [GO:0009408]; tRNA import into nucleus [GO:0035719]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]
P25584	reviewed	peroxisome organization [GO:0007031]
P25607	reviewed	
P25623	reviewed	actin cortical patch assembly [GO:0000147]; cell cycle [GO:0007049]; endocytosis [GO:0006897]; negative regulation of catalytic activity [GO:0043086]; septin cytoskeleton organization [GO:0032185]
P25628	reviewed	ergosterol metabolic process [GO:0008204]; sterol metabolic process [GO:0016125]
P25638	reviewed	box C/D snoRNP assembly [GO:0000492]; protein folding [GO:0006457]
P28496	reviewed	ceramide biosynthetic process [GO:0046513]; replicative cell aging [GO:0001302]
P28707	reviewed	chaperone-mediated protein complex assembly [GO:0051131]; negative regulation of DNA binding [GO:0043392]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; regulation of telomerase activity [GO:0051972]
P29547	reviewed	positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of translational termination [GO:0006449]; ribosome biogenesis [GO:0042254]; translational elongation [GO:0006414]
P31381	reviewed	nicotinamide riboside transport [GO:0034258]; nucleobase transport [GO:0015851]; nucleoside transport [GO:0015858]; transmembrane transport [GO:0055085]
P32419	reviewed	fatty acid beta-oxidation [GO:0006635]; glyoxylate cycle [GO:0006097]; malate metabolic process [GO:0006108]; NADH regeneration [GO:0006735]; tricarboxylic acid cycle [GO:0006099]
P32460	reviewed	nitrogen compound metabolic process [GO:0006807]
P32465	reviewed	glucose transmembrane transport [GO:1904659]; hexose transmembrane transport [GO:0008645]; mannose transmembrane transport [GO:0015761]
P32468	reviewed	cilium assembly [GO:0060271]; maintenance of cell polarity [GO:0030011]; mitotic cytokinesis [GO:0000281]; positive regulation of protein kinase activity [GO:0045860]; septin ring assembly [GO:0000921]
P32485	reviewed	cellular response to heat [GO:0034605]; cellular response to osmotic stress [GO:0071470]; cellular response to oxidative stress [GO:0034599]; hyperosmotic response [GO:0006972]; intracellular signal transduction [GO:0035556]; osmosensory signaling pathway [GO:0007231]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to osmotic stress [GO:0061393]; protein phosphorylation [GO:0006468]; regulation of gene expression [GO:0010468]; regulation of macroautophagy [GO:0016241]; regulation of nuclear cell cycle DNA replication [GO:0033262]; regulation of transcription from RNA polymerase II promoter in response to osmotic stress [GO:0061392]; response to arsenic-containing substance [GO:0046685]; stress-activated MAPK cascade [GO:0051403]
P32487	reviewed	basic amino acid transport [GO:0015802]
P32589	reviewed	proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein folding [GO:0006457]; protein refolding [GO:0042026]
P32621	reviewed	protein glycosylation [GO:0006486]
P32861	reviewed	(1->6)-beta-D-glucan biosynthetic process [GO:0006078]; glycogen biosynthetic process [GO:0005978]; glycogen metabolic process [GO:0005977]; trehalose biosynthetic process [GO:0005992]; UDP-glucose metabolic process [GO:0006011]
P32939	reviewed	endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; macroautophagy [GO:0016236]; phagosome-lysosome fusion [GO:0090385]; piecemeal microautophagy of the nucleus [GO:0034727]; protein localization by the Cvt pathway [GO:0032258]; protein localization to vacuole [GO:0072665]; Rab protein signal transduction [GO:0032482]; regulation of vacuole fusion, non-autophagic [GO:0032889]; retrograde transport, endosome to Golgi [GO:0042147]; vacuole inheritance [GO:0000011]; vesicle-mediated transport [GO:0016192]
P33200	reviewed	positive regulation of cellular response to drug [GO:2001040]; positive regulation of transcription by RNA polymerase II [GO:0045944]; transcription, DNA-templated [GO:0006351]
P33296	reviewed	protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent ERAD pathway [GO:0030433]
P33313	reviewed	protein folding [GO:0006457]; protein refolding [GO:0042026]
P35497	reviewed	hexose metabolic process [GO:0019318]
P36019	reviewed	endocytosis [GO:0006897]; Golgi to endosome transport [GO:0006895]; intracellular protein transport [GO:0006886]; protein targeting to vacuole [GO:0006623]; Rab protein signal transduction [GO:0032482]
P36023	reviewed	cellular response to oleic acid [GO:0071400]; negative regulation of transcription by RNA polymerase II [GO:0000122]
P36029	reviewed	amino acid transport [GO:0006865]; polyamine transport [GO:0015846]
P36088	reviewed	cellular response to oxidative stress [GO:0034599]
P36125	reviewed	vesicle-mediated transport [GO:0016192]
P36137	reviewed	endoplasmic reticulum organization [GO:0007029]; ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]
P36148	reviewed	CDP-diacylglycerol biosynthetic process [GO:0016024]; phospholipid biosynthetic process [GO:0008654]
P38075	reviewed	pyridoxal 5'-phosphate salvage [GO:0009443]; pyridoxine biosynthetic process [GO:0008615]
P38090	reviewed	amino acid transport [GO:0006865]; polyamine transmembrane transport [GO:1902047]; positive regulation of (R)-carnitine transmembrane transport [GO:1902274]; positive regulation of polyamine transmembrane transport [GO:1902269]
P38270	reviewed	autophagy of peroxisome [GO:0030242]; macroautophagy [GO:0016236]; piecemeal microautophagy of the nucleus [GO:0034727]; protein localization by the Cvt pathway [GO:0032258]; protein transport [GO:0015031]
P38272	reviewed	endoplasmic reticulum inheritance [GO:0048309]; intracellular mRNA localization [GO:0008298]; mating type switching [GO:0007533]; mRNA transport [GO:0051028]
P38318	reviewed	
P38323	reviewed	positive regulation of protein-pyridoxal-5-phosphate linkage [GO:1904287]; protein catabolic process [GO:0030163]; protein import into mitochondrial matrix [GO:0030150]; protein refolding [GO:0042026]
P38349	reviewed	sporulation resulting in formation of a cellular spore [GO:0030435]; ubiquitin-dependent protein catabolic process [GO:0006511]
P38356	reviewed	metal ion transport [GO:0030001]; protein targeting to vacuole [GO:0006623]; ubiquitin-dependent protein catabolic process [GO:0006511]
P38429	reviewed	negative regulation of chromatin silencing at rDNA [GO:0061188]; negative regulation of chromatin silencing at silent mating-type cassette [GO:0061186]; negative regulation of chromatin silencing at telomere [GO:0031939]; negative regulation of transcription by RNA polymerase I [GO:0016479]; positive regulation of invasive growth in response to glucose limitation [GO:2000219]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to heat stress [GO:0061408]; regulation of transcription, DNA-templated [GO:0006355]
P38555	reviewed	autophagy [GO:0006914]; early endosome to Golgi transport [GO:0034498]; exocytosis [GO:0006887]; intracellular protein transport [GO:0006886]; Rab protein signal transduction [GO:0032482]; vesicle-mediated transport [GO:0016192]
P38637	reviewed	chromosome segregation [GO:0007059]; nuclear protein quality control by the ubiquitin-proteasome system [GO:0071630]; proteasome localization [GO:0031144]; proteasome localization to nuclear periphery [GO:1990920]; protein transport [GO:0015031]
P38695	reviewed	glucose transmembrane transport [GO:1904659]; hexose transmembrane transport [GO:0008645]
P38720	reviewed	cellular response to oxidative stress [GO:0034599]; D-gluconate metabolic process [GO:0019521]; pentose-phosphate shunt, oxidative branch [GO:0009051]
P38734	reviewed	methionine import across plasma membrane [GO:1903692]
P38770	reviewed	lipid homeostasis [GO:0055088]; mRNA transport [GO:0051028]; nuclear envelope organization [GO:0006998]; protein transport [GO:0015031]
P38910	reviewed	chaperone cofactor-dependent protein refolding [GO:0051085]; chaperone-mediated protein complex assembly [GO:0051131]; protein folding [GO:0006457]; protein import into mitochondrial intermembrane space [GO:0045041]; protein refolding [GO:0042026]
P38962	reviewed	protein secretion [GO:0009306]; vesicle-mediated transport [GO:0016192]
P39078	reviewed	protein folding [GO:0006457]
P39721	reviewed	
P39727	reviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]
P40073	reviewed	cellular response to heat [GO:0034605]; establishment of cell polarity [GO:0030010]; osmosensory signaling pathway [GO:0007231]; signal transduction involved in filamentous growth [GO:0001402]
P40074	reviewed	amino acid transmembrane export from vacuole [GO:0032974]; amino acid transmembrane transport [GO:0003333]; transmembrane transport [GO:0055085]
P40169	reviewed	ascospore formation [GO:0030437]; cortical actin cytoskeleton organization [GO:0030866]; endocytosis [GO:0006897]; fungal-type cell wall organization [GO:0031505]; septin cytoskeleton organization [GO:0032185]
P40458	reviewed	autophagy of mitochondrion [GO:0000422]
P40475	reviewed	ascospore wall assembly [GO:0030476]; drug transmembrane transport [GO:0006855]
P40531	reviewed	endocytosis [GO:0006897]; establishment or maintenance of actin cytoskeleton polarity [GO:0030950]; vacuole organization [GO:0007033]
P40549	reviewed	protein O-linked glycosylation [GO:0006493]
P40558	reviewed	iron-sulfur cluster assembly [GO:0016226]; tRNA wobble uridine modification [GO:0002098]
P40586	reviewed	N-terminal peptidyl-serine acetylation [GO:0017198]
P41815	reviewed	amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]
P41896	reviewed	positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; promoter clearance from RNA polymerase II promoter [GO:0001111]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcriptional start site selection at RNA polymerase II promoter [GO:0001174]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]
P42836	reviewed	peptidyl-L-cysteine S-palmitoylation [GO:0018230]; protein palmitoylation [GO:0018345]; protein targeting to membrane [GO:0006612]; vacuole fusion, non-autophagic [GO:0042144]
P43581	reviewed	hexose transmembrane transport [GO:0008645]; transmembrane transport [GO:0055085]
P43682	reviewed	intra-Golgi vesicle-mediated transport [GO:0006891]; protein transport [GO:0015031]; vesicle fusion [GO:0006906]
P46956	reviewed	ER to Golgi vesicle-mediated transport [GO:0006888]; phosphate ion transport [GO:0006817]; protein folding [GO:0006457]; regulation of phosphate transport [GO:0010966]
P46970	reviewed	protein import into nucleus [GO:0006606]
P46993	reviewed	conjugation with cellular fusion [GO:0000747]
P47023	reviewed	transposition, RNA-mediated [GO:0032197]
P47111	reviewed	late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511]; negative regulation of protein localization to cell surface [GO:2000009]; protein transport [GO:0015031]
P47119	reviewed	nucleoside triphosphate catabolic process [GO:0009143]; nucleotide metabolic process [GO:0009117]; purine deoxyribonucleoside triphosphate catabolic process [GO:0009217]; pyrimidine deoxyribonucleoside triphosphate catabolic process [GO:0009213]
P47123	reviewed	mRNA transport [GO:0051028]; protein import into nucleus [GO:0006606]
P47166	reviewed	
P48837	reviewed	mRNA transport [GO:0051028]; NLS-bearing protein import into nucleus [GO:0006607]; nuclear pore organization [GO:0006999]; protein import into nucleus [GO:0006606]; protein localization to nuclear inner membrane [GO:0036228]
P49334	reviewed	protein import into mitochondrial matrix [GO:0030150]; protein import into mitochondrial outer membrane [GO:0045040]
P50276	reviewed	cysteine transport [GO:0042883]; methionine import across plasma membrane [GO:1903692]; methionine transport [GO:0015821]; sulfur amino acid transport [GO:0000101]
P50945	reviewed	cristae formation [GO:0042407]; positive regulation of protein oligomerization [GO:0032461]
P51534	reviewed	actin cytoskeleton organization [GO:0030036]; intracellular mRNA localization [GO:0008298]; mating type switching [GO:0007533]
P52489	reviewed	cellular response to insulin stimulus [GO:0032869]; glycolytic process [GO:0006096]; pyruvate metabolic process [GO:0006090]
P53048	reviewed	alpha-glucoside transport [GO:0000017]; disaccharide catabolic process [GO:0046352]; hexose transmembrane transport [GO:0008645]; maltose metabolic process [GO:0000023]; maltose transport [GO:0015768]; trehalose transport [GO:0015771]
P53108	reviewed	vesicle-mediated transport [GO:0016192]
P53344	reviewed	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]
P53394	reviewed	regulation of membrane potential [GO:0042391]
P53629	reviewed	ergosterol metabolic process [GO:0008204]
P53631	reviewed	hexose transmembrane transport [GO:0008645]; mannitol transport [GO:0015797]; sorbitol transport [GO:0015795]
P53918	reviewed	monocarboxylic acid transport [GO:0015718]; transport [GO:0006810]
P53927	reviewed	actomyosin contractile ring assembly [GO:0000915]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; ribosomal large subunit biogenesis [GO:0042273]
P53943	reviewed	amino acid export across plasma membrane [GO:0032973]; drug transmembrane transport [GO:0006855]; monocarboxylic acid transport [GO:0015718]
P89113	reviewed	cellular response to DNA damage stimulus [GO:0006974]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to starvation [GO:0009267]
Q02196	reviewed	cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; methionine biosynthetic process [GO:0009086]; sulfate assimilation [GO:0000103]; sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [GO:0019379]; sulfur amino acid metabolic process [GO:0000096]
Q02784	reviewed	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; iron-sulfur cluster assembly [GO:0016226]; response to osmotic stress [GO:0006970]
Q02981	reviewed	
Q03102	reviewed	
Q03175	reviewed	dolichol biosynthetic process [GO:0019408]; polyprenol biosynthetic process [GO:0016094]; protein glycosylation [GO:0006486]
Q03795	reviewed	
Q03818	reviewed	autophagosome organization [GO:1905037]; autophagy [GO:0006914]; autophagy of mitochondrion [GO:0000422]; C-terminal protein lipidation [GO:0006501]; late nucleophagy [GO:0044805]; macroautophagy [GO:0016236]; piecemeal microautophagy of the nucleus [GO:0034727]; protein localization by the Cvt pathway [GO:0032258]; protein transport [GO:0015031]
Q04031	reviewed	negative regulation of apoptotic process [GO:0043066]; nucleolus organization [GO:0007000]; positive regulation of cell growth [GO:0030307]; positive regulation of cell proliferation [GO:0008284]; rRNA processing [GO:0006364]
Q04344	reviewed	DNA metabolic process [GO:0006259]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]; nucleotide metabolic process [GO:0009117]
Q04658	reviewed	ascospore-type prospore membrane assembly [GO:0032120]; spore membrane bending pathway [GO:0070583]
Q05637	reviewed	
Q05871	reviewed	fatty acid beta-oxidation [GO:0006635]
Q06058	reviewed	lipid droplet organization [GO:0034389]; lipid metabolic process [GO:0006629]
Q06108	reviewed	cell cycle [GO:0007049]; positive regulation of glycerol transport [GO:0090372]
Q06494	reviewed	vitamin B6 catabolic process [GO:0042820]
Q06497	reviewed	ADP transport [GO:0015866]; ATP transport [GO:0015867]; fatty acid beta-oxidation [GO:0006635]; peroxisome organization [GO:0007031]
Q06523	reviewed	
Q06676	reviewed	lipid droplet organization [GO:0034389]; lipid storage [GO:0019915]; phospholipid biosynthetic process [GO:0008654]
Q06892	reviewed	cellular response to oxidative stress [GO:0034599]; NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]
Q07748	reviewed	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
Q07786	reviewed	hexose metabolic process [GO:0019318]
Q07788	reviewed	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]
Q07986	reviewed	
Q07993	reviewed	D-xylose metabolic process [GO:0042732]; L-arabinose catabolic process to xylulose 5-phosphate [GO:0019569]; xylulose biosynthetic process [GO:0005999]
Q08144	reviewed	endocytosis [GO:0006897]; Golgi to vacuole transport [GO:0006896]; inositol phosphoceramide metabolic process [GO:0006673]; intracellular protein transport [GO:0006886]; mannosyl-inositol phosphorylceramide metabolic process [GO:0006675]; protein exit from endoplasmic reticulum [GO:0032527]; protein localization by the Cvt pathway [GO:0032258]; protein secretion [GO:0009306]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]
Q08176	reviewed	mitochondrial outer membrane translocase complex assembly [GO:0070096]; protein import into mitochondrial outer membrane [GO:0045040]
