Entry	Status	Gene ontology (cellular component)
Q08110	reviewed	
P05373	reviewed	cytosol [GO:0005829]
P05374	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P10614	reviewed	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P38227	reviewed	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
P05375	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]
P40582	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]
P47050	reviewed	Cul8-RING ubiquitin ligase complex [GO:0035361]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P05453	reviewed	cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; translation release factor complex [GO:0018444]
P32264	reviewed	cytosol [GO:0005829]
Q08749	reviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]
P05626	reviewed	mitochondrial proton-transporting ATP synthase, stator stalk [GO:0000274]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]
P08964	reviewed	cellular bud neck [GO:0005935]; cellular bud neck contractile ring [GO:0000142]; incipient cellular bud site [GO:0000131]; myosin II complex [GO:0016460]
P16474	reviewed	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum lumen [GO:0005788]; luminal surveillance complex [GO:0034099]; membrane [GO:0016020]; nucleus [GO:0005634]
P53954	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q07896	reviewed	Noc2p-Noc3p complex [GO:0030691]; nuclear pre-replicative complex [GO:0005656]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P05694	reviewed	
P05738	reviewed	cytosolic large ribosomal subunit [GO:0022625]
P05739	reviewed	cytosolic large ribosomal subunit [GO:0022625]
P05740	reviewed	cytosolic large ribosomal subunit [GO:0022625]; preribosome, large subunit precursor [GO:0030687]
P0CX29	reviewed	cytosolic small ribosomal subunit [GO:0022627]
P05743	reviewed	cytosolic large ribosomal subunit [GO:0022625]
P05749	reviewed	cytosolic large ribosomal subunit [GO:0022625]
P05750	reviewed	cytosolic small ribosomal subunit [GO:0022627]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]
P34078	reviewed	cytoplasm [GO:0005737]; EGO complex [GO:0034448]; late endosome membrane [GO:0031902]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]
Q05905	reviewed	endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]
P05755	reviewed	cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
P05759	reviewed	cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]; nucleus [GO:0005634]
P14736	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleotide-excision repair factor 2 complex [GO:0000111]; nucleus [GO:0005634]; XPC complex [GO:0071942]
P32628	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleotide-excision repair factor 2 complex [GO:0000111]; proteasome complex [GO:0000502]
P42835	reviewed	anchored component of membrane [GO:0031225]; cell septum [GO:0030428]; cellular bud [GO:0005933]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]
P05986	reviewed	cAMP-dependent protein kinase complex [GO:0005952]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P07278	reviewed	cAMP-dependent protein kinase complex [GO:0005952]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P06100	reviewed	CCR4-NOT core complex [GO:0030015]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P06102	reviewed	CCR4-NOT core complex [GO:0030015]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]
P13517	reviewed	actin cortical patch [GO:0030479]; actin filament [GO:0005884]; cellular bud tip [GO:0005934]; F-actin capping protein complex [GO:0008290]; incipient cellular bud site [GO:0000131]
P25644	reviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosolic small ribosomal subunit [GO:0022627]; kinetochore [GO:0000776]; Lsm1-7-Pat1 complex [GO:1990726]; nucleus [GO:0005634]; P-body [GO:0000932]
P25655	reviewed	CCR4-NOT core complex [GO:0030015]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P34226	reviewed	cellular bud neck [GO:0005935]; incipient cellular bud site [GO:0000131]; plasma membrane [GO:0005886]
P34909	reviewed	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P53829	reviewed	CCR4-NOT core complex [GO:0030015]; nucleus [GO:0005634]; P-body [GO:0000932]
Q12138	reviewed	
P16522	reviewed	anaphase-promoting complex [GO:0005680]; condensed chromosome kinetochore [GO:0000777]
P19524	reviewed	actin filament bundle [GO:0032432]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; filamentous actin [GO:0031941]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; Myo2p-Vac17p-Vac8p transport complex [GO:0071563]; myosin complex [GO:0016459]; transport vesicle [GO:0030133]; vesicle [GO:0031982]
P22209	reviewed	
P25604	reviewed	cytoplasmic side of plasma membrane [GO:0009898]; endosome [GO:0005768]; ESCRT I complex [GO:0000813]; late endosome membrane [GO:0031902]
P31384	reviewed	CCR4-NOT core complex [GO:0030015]; Cdc73/Paf1 complex [GO:0016593]; cytoplasm [GO:0005737]; P-body [GO:0000932]
P32445	reviewed	mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleoid [GO:0009295]
P32618	reviewed	
P33297	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome regulatory particle, base subcomplex [GO:0008540]
P33420	reviewed	cytoplasm [GO:0005737]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; microtubule [GO:0005874]; spindle pole [GO:0000922]
P33891	reviewed	Dsl1/NZR complex [GO:0070939]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]
P34761	reviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; P-body [GO:0000932]; U1 snRNP [GO:0005685]
P36118	reviewed	cytoplasm [GO:0005737]; spliceosomal complex [GO:0005681]; U2-type post-mRNA release spliceosomal complex [GO:0071008]
P36162	reviewed	cytoplasm [GO:0005737]; DASH complex [GO:0042729]; microtubule [GO:0005874]; mitotic spindle midzone [GO:1990023]; mitotic spindle pole body [GO:0044732]
P38313	reviewed	COMA complex [GO:0000817]; kinetochore [GO:0000776]
P38800	reviewed	cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P38873	reviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; fungal-type vacuole membrane [GO:0000329]; plasma membrane [GO:0005886]; TORC1 complex [GO:0031931]
P39008	reviewed	CCR4-NOT core complex [GO:0030015]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]
P39723	reviewed	outer plaque of spindle pole body [GO:0005824]
P39929	reviewed	cytoplasm [GO:0005737]; ESCRT III complex [GO:0000815]; nuclear envelope [GO:0005635]; plasma membrane [GO:0005886]
P40005	reviewed	cytoplasm [GO:0005737]; prefoldin complex [GO:0016272]
P40061	reviewed	plasma membrane [GO:0005886]; TORC2 complex [GO:0031932]; vacuolar membrane [GO:0005774]
P40957	reviewed	condensed nuclear chromosome kinetochore [GO:0000778]; kinetochore [GO:0000776]; mitotic spindle [GO:0072686]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]
P43573	reviewed	cytoplasm [GO:0005737]; mediator complex [GO:0016592]; nucleus [GO:0005634]
P47024	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]
P47048	reviewed	
P52553	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; prefoldin complex [GO:0016272]
P53865	reviewed	outer plaque of spindle pole body [GO:0005824]; spindle pole body [GO:0005816]
P53935	reviewed	cytoplasm [GO:0005737]
Q04924	reviewed	endoplasmic reticulum lumen [GO:0005788]; glucosidase II complex [GO:0017177]
Q06116	reviewed	integral component of membrane [GO:0016021]
Q06568	reviewed	cytoplasmic microtubule [GO:0005881]; nucleus [GO:0005634]
Q06629	reviewed	cytosol [GO:0005829]; HDA1 complex [GO:0070823]; nucleus [GO:0005634]
Q07655	reviewed	cytoplasm [GO:0005737]; U1 snRNP [GO:0005685]
Q07978	reviewed	
Q08964	reviewed	CHRAC [GO:0008623]; chromosome, telomeric region [GO:0000781]
Q12234	reviewed	Golgi apparatus [GO:0005794]; Golgi lumen [GO:0005796]; Golgi membrane [GO:0000139]
Q99316	reviewed	endoplasmic reticulum [GO:0005783]
P06103	reviewed	cytoplasmic stress granule [GO:0010494]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; multi-eIF complex [GO:0043614]
Q04067	reviewed	cytoplasmic stress granule [GO:0010494]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; multi-eIF complex [GO:0043614]
P06104	reviewed	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; HULC complex [GO:0033503]; MUB1-RAD6-UBR2 ubiquitin ligase complex [GO:1990304]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; Rad6-Rad18 complex [GO:0097505]; UBR1-RAD6 ubiquitin ligase complex [GO:1990303]
P10862	reviewed	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; Rad6-Rad18 complex [GO:0097505]
P32773	reviewed	cytoplasm [GO:0005737]; transcription factor TFIIA complex [GO:0005672]
P32803	reviewed	COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
P36058	reviewed	
Q07963	reviewed	cytoplasm [GO:0005737]; MUB1-RAD6-UBR2 ubiquitin ligase complex [GO:1990304]; ubiquitin ligase complex [GO:0000151]
Q08237	reviewed	nucleus [GO:0005634]
P06105	reviewed	chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nuclear membrane [GO:0031965]; nuclear outer membrane-endoplasmic reticulum membrane network [GO:0042175]; polysome [GO:0005844]
P08539	reviewed	endosome [GO:0005768]; endosome membrane [GO:0010008]; heterotrimeric G-protein complex [GO:0005834]; plasma membrane [GO:0005886]
P06106	reviewed	cytoplasm [GO:0005737]
P06115	reviewed	peroxisome [GO:0005777]
P06169	reviewed	cytosol [GO:0005829]; intracellular [GO:0005622]; nucleus [GO:0005634]
P06174	reviewed	
P06197	reviewed	endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]
P24280	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]
P25087	reviewed	endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]
P26570	reviewed	extrinsic component of plasma membrane [GO:0019897]; nucleus [GO:0005634]
P32500	reviewed	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore transmembrane ring [GO:0070762]; spindle pole body [GO:0005816]
P35196	reviewed	dehydrodolichyl diphosphate synthase complex [GO:1904423]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]
P35197	reviewed	cytoskeleton [GO:0005856]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endosome [GO:0005768]; mitochondrion [GO:0005739]; perinuclear region of cytoplasm [GO:0048471]; trans-Golgi network [GO:0005802]
P36024	reviewed	CoA-synthesizing protein complex [GO:1990143]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; phosphopantothenoylcysteine decarboxylase complex [GO:0071513]
P36076	reviewed	CoA-synthesizing protein complex [GO:1990143]; phosphopantothenoylcysteine decarboxylase complex [GO:0071513]
P38353	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; Sec61 translocon complex [GO:0005784]; Ssh1 translocon complex [GO:0071261]
P38694	reviewed	endoplasmic reticulum [GO:0005783]
P39552	reviewed	COPI-coated vesicle membrane [GO:0030663]; endoplasmic reticulum [GO:0005783]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P40471	reviewed	endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]
P40540	reviewed	ER membrane protein complex [GO:0072546]
P47069	reviewed	half bridge of spindle pole body [GO:0005825]; integral component of membrane [GO:0016021]; meiotic nuclear membrane microtubule tethering complex [GO:0034993]; nuclear chromosome, telomeric region [GO:0000784]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; spindle pole body [GO:0005816]
P54781	reviewed	
P54837	reviewed	COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q02201	reviewed	cortical endoplasmic reticulum [GO:0032541]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extrinsic component of membrane [GO:0019898]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]
Q02805	reviewed	plasma membrane [GO:0005886]
Q03640	reviewed	cellular bud [GO:0005933]; cortical endoplasmic reticulum [GO:0032541]; integral component of membrane [GO:0016021]
Q03714	reviewed	endoplasmic reticulum membrane [GO:0005789]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; integral component of membrane [GO:0016021]
Q05359	reviewed	COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
Q08001	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; Mitochondria-associated ER Membrane [GO:0044233]; nucleus-vacuole junction [GO:0071561]; vacuole-mitochondrion membrane contact site [GO:1990816]
Q12116	reviewed	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q99287	reviewed	cortical endoplasmic reticulum [GO:0032541]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P06208	reviewed	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
P34234	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q12166	reviewed	mitochondrion [GO:0005739]
P06242	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; transcription factor TFIIH holo complex [GO:0005675]; transcription factor TFIIK complex [GO:0070985]
P53124	reviewed	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]
Q08754	reviewed	exomer complex [GO:0034044]; membrane [GO:0016020]
P07250	reviewed	nucleus [GO:0005634]
P25620	reviewed	
P25630	reviewed	
P32857	reviewed	early endosome membrane [GO:0031901]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
P39517	reviewed	cytoplasm [GO:0005737]; cytoplasmic side of membrane [GO:0098562]; cytoplasmic stress granule [GO:0010494]; P-body [GO:0000932]
P39992	reviewed	
P43625	reviewed	
P53740	reviewed	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]
Q12018	reviewed	cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]
Q12094	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P06244	reviewed	cAMP-dependent protein kinase complex [GO:0005952]; cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
P06245	reviewed	cAMP-dependent protein kinase complex [GO:0005952]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
Q06251	reviewed	cytoplasm [GO:0005737]
P06367	reviewed	cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]
P06633	reviewed	
P06634	reviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]
P24276	reviewed	cellular bud [GO:0005933]; cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; exosome (RNase complex) [GO:0000178]; nucleus [GO:0005634]; P-body [GO:0000932]
P24784	reviewed	cytoplasm [GO:0005737]
P39936	reviewed	cytoplasmic stress granule [GO:0010494]; eukaryotic translation initiation factor 4F complex [GO:0016281]; P-body [GO:0000932]
P50109	reviewed	P-body [GO:0000932]
P53235	reviewed	cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]
P53741	reviewed	cytosol [GO:0005829]; P-body [GO:0000932]; ribonucleoprotein complex [GO:1990904]; Ubp3-Bre5 deubiquitination complex [GO:1990861]
P06701	reviewed	chromatin silencing complex [GO:0005677]; chromosome, telomeric region [GO:0000781]; nuclear chromosome, telomeric region [GO:0000784]; nuclear heterochromatin [GO:0005720]; nuclear origin of replication recognition complex [GO:0005664]; nuclear telomeric heterochromatin [GO:0005724]; nucleolus [GO:0005730]
P06779	reviewed	Cul3-RING ubiquitin ligase complex [GO:0031463]; nucleotide-excision repair factor 4 complex [GO:0000113]; SCF ubiquitin ligase complex [GO:0019005]
P46946	reviewed	cytoplasm [GO:0005737]; Mre11 complex [GO:0030870]; nucleoplasm [GO:0005654]
P53060	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P06704	reviewed	centrosome [GO:0005813]; half bridge of spindle pole body [GO:0005825]; nuclear pore [GO:0005643]; nucleus [GO:0005634]; transcription export complex 2 [GO:0070390]
P06738	reviewed	cytoplasm [GO:0005737]
Q02932	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]
P06773	reviewed	cytoplasm [GO:0005737]
P06774	reviewed	CCAAT-binding factor complex [GO:0016602]
P13434	reviewed	CCAAT-binding factor complex [GO:0016602]
P27637	reviewed	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; incipient cellular bud site [GO:0000131]; Kelch-containing formin regulatory complex [GO:1990615]
P35198	reviewed	
Q02516	reviewed	CCAAT-binding factor complex [GO:0016602]; nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]
Q02794	reviewed	nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q03790	reviewed	nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore central transport channel [GO:0044613]; nuclear pore nuclear basket [GO:0044615]
Q04868	reviewed	cytoplasm [GO:0005737]; Elongator holoenzyme complex [GO:0033588]; nucleoplasm [GO:0005654]
Q12500	reviewed	cytoplasm [GO:0005737]
P06775	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P43542	reviewed	endosome [GO:0005768]; integral component of membrane [GO:0016021]
P47075	reviewed	endoplasmic reticulum [GO:0005783]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; intrinsic component of vacuolar membrane [GO:0031310]; vacuolar transporter chaperone complex [GO:0033254]
Q05867	reviewed	integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]
P06776	reviewed	intracellular [GO:0005622]
P36016	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum lumen [GO:0005788]; polysome [GO:0005844]
P38894	reviewed	anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]
P47149	reviewed	kinetochore [GO:0000776]; nuclear MIS12/MIND complex [GO:0000818]
P06777	reviewed	nucleotide-excision repair factor 1 complex [GO:0000110]; nucleus [GO:0005634]
P06838	reviewed	ERCC4-ERCC1 complex [GO:0070522]; nucleotide-excision repair factor 1 complex [GO:0000110]; nucleus [GO:0005634]
P21269	reviewed	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; nucleus [GO:0005634]
P38176	reviewed	fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]
P38716	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P39735	reviewed	nucleus [GO:0005634]
P40042	reviewed	
P46943	reviewed	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]
P53177	reviewed	cytoplasm [GO:0005737]
Q05471	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]; Swr1 complex [GO:0000812]
Q05787	reviewed	endoplasmic reticulum membrane [GO:0005789]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; Hrd1p ubiquitin ligase ERAD-M complex [GO:0000838]; integral component of membrane [GO:0016021]; luminal surveillance complex [GO:0034099]
Q06677	reviewed	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; vesicle [GO:0031982]
Q08421	reviewed	nucleus [GO:0005634]
Q12098	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; Slx1-Slx4 complex [GO:0033557]
Q12246	reviewed	cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; late endosome membrane [GO:0031902]; plasma membrane [GO:0005886]
P06780	reviewed	1,3-beta-D-glucan synthase complex [GO:0000148]; cell cortex [GO:0005938]; cell division site [GO:0032153]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; endosome membrane [GO:0010008]; fungal-type vacuole membrane [GO:0000329]; Golgi apparatus [GO:0005794]; incipient cellular bud site [GO:0000131]; intracellular membrane-bounded organelle [GO:0043231]; mating projection tip [GO:0043332]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]
P34222	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P39000	reviewed	cytoplasm [GO:0005737]; prospore membrane [GO:0005628]
P39011	reviewed	cytosol [GO:0005829]
P40555	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome regulatory particle, base subcomplex [GO:0008540]
P06781	reviewed	cell cortex [GO:0005938]; cell division site [GO:0032153]; cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; plasma membrane [GO:0005886]
P06782	reviewed	cellular bud neck septin ring [GO:0000144]; cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]; nuclear envelope lumen [GO:0005641]; nuclear membrane [GO:0031965]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]
P12904	reviewed	cytoplasm [GO:0005737]; nuclear envelope lumen [GO:0005641]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P33895	reviewed	condensed nuclear chromosome, centromeric region [GO:0000780]; condensed nuclear chromosome kinetochore [GO:0000778]; Ndc80 complex [GO:0031262]; spindle microtubule [GO:0005876]
P34164	reviewed	cytoplasm [GO:0005737]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P40151	reviewed	nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; replisome [GO:0030894]
Q00816	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein phosphatase type 1 complex [GO:0000164]; vacuole [GO:0005773]
Q04601	reviewed	anaphase-promoting complex [GO:0005680]; cytoplasm [GO:0005737]; nuclear periphery [GO:0034399]
Q04739	reviewed	cytoplasm [GO:0005737]; nuclear envelope lumen [GO:0005641]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]
P06783	reviewed	integral component of plasma membrane [GO:0005887]; vacuolar lumen [GO:0005775]
Q08215	reviewed	endoplasmic reticulum membrane [GO:0005789]; integral component of peroxisomal membrane [GO:0005779]; peroxisomal membrane [GO:0005778]
P06784	reviewed	cytoplasm [GO:0005737]; mating projection tip [GO:0043332]
P16892	reviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; mating projection tip [GO:0043332]; nucleus [GO:0005634]; periplasmic space [GO:0042597]
P32917	reviewed	cytoplasm [GO:0005737]; mating projection tip [GO:0043332]; mating projection tip membrane [GO:0070867]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q04902	reviewed	P-body [GO:0000932]
P06785	reviewed	nuclear periphery [GO:0034399]
Q02892	reviewed	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
P06786	reviewed	DNA replication termination region [GO:0097047]; nucleus [GO:0005634]; synaptonemal complex [GO:0000795]
P20051	reviewed	
P33890	reviewed	anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]
P47912	reviewed	cytoplasmic stress granule [GO:0010494]; lipid droplet [GO:0005811]; plasma membrane [GO:0005886]
P06787	reviewed	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; central plaque of spindle pole body [GO:0005823]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; nucleus [GO:0005634]
P53141	reviewed	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; myosin II complex [GO:0016460]; vesicle [GO:0031982]
Q04461	reviewed	
Q12744	reviewed	
P09032	reviewed	eukaryotic translation initiation factor 2B complex [GO:0005851]; guanyl-nucleotide exchange factor complex [GO:0032045]
P32914	reviewed	chromosome, centromeric region [GO:0000775]; DSIF complex [GO:0032044]
P06839	reviewed	cytosol [GO:0005829]; nucleotide-excision repair factor 3 complex [GO:0000112]; nucleus [GO:0005634]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]
P38147	reviewed	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]
P40956	reviewed	actin cortical patch [GO:0030479]; nucleus [GO:0005634]
P53091	reviewed	CMG complex [GO:0071162]; cytoplasm [GO:0005737]; DNA replication preinitiation complex [GO:0031261]; MCM complex [GO:0042555]; MCM core complex [GO:0097373]; nuclear pre-replicative complex [GO:0005656]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]
