Entry	Status	Gene ontology (biological process)
Q94131	reviewed	3'-UTR-mediated mRNA destabilization [GO:0061158]; cell fate determination [GO:0001709]; embryonic pattern specification [GO:0009880]; formation of primary germ layer [GO:0001704]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of transcription by RNA polymerase II [GO:0000122]
Q95XZ0	reviewed	Golgi organization [GO:0007030]; Golgi vesicle prefusion complex stabilization [GO:0048213]; gonad morphogenesis [GO:0035262]; protein transport [GO:0015031]; regulation of cell migration [GO:0030334]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]
Q95YF3	reviewed	apoptotic process [GO:0006915]; cytoplasmic mRNA processing body assembly [GO:0033962]; determination of adult lifespan [GO:0008340]; gamete generation [GO:0007276]; mRNA metabolic process [GO:0016071]; negative regulation of apoptotic process [GO:0043066]; negative regulation of translation [GO:0017148]; oogenesis [GO:0048477]; spermatogenesis [GO:0007283]
G5ECC0	unreviewed	chromosome segregation [GO:0007059]; microtubule-based movement [GO:0007018]
G5ECC3	unreviewed	endocytic recycling [GO:0032456]; lipid tube assembly involved in organelle fission [GO:0060990]; negative regulation of establishment of protein localization [GO:1904950]; positive regulation of necrotic cell death [GO:0010940]
G5EDI2	unreviewed	
G5ECC5	unreviewed	
G5ECD4	unreviewed	
G5ECD7	unreviewed	embryo development ending in birth or egg hatching [GO:0009792]; embryonic body morphogenesis [GO:0010172]; embryonic morphogenesis [GO:0048598]
P90978	reviewed	developmental growth [GO:0048589]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic body morphogenesis [GO:0010172]; germ cell development [GO:0007281]; mRNA 3'-splice site recognition [GO:0000389]; nematode larval development [GO:0002119]; regulation of mRNA splicing, via spliceosome [GO:0048024]
G5ECE7	unreviewed	
G5EEN6	unreviewed	
G5ECF0	unreviewed	dorsal/ventral axon guidance [GO:0033563]; neuron migration [GO:0001764]
Q03206	reviewed	apoptotic process [GO:0006915]; axon extension involved in axon guidance [GO:0048846]; axon regeneration [GO:0031103]; body morphogenesis [GO:0010171]; cell migration [GO:0016477]; distal tip cell migration [GO:0097628]; dorsal/ventral axon guidance [GO:0033563]; embryonic body morphogenesis [GO:0010172]; embryonic morphogenesis [GO:0048598]; engulfment of apoptotic cell [GO:0043652]; establishment of mitotic spindle orientation [GO:0000132]; gastrulation [GO:0007369]; left/right axis specification [GO:0070986]; motor neuron axon guidance [GO:0008045]; nematode larval development [GO:0002119]; nematode male tail tip morphogenesis [GO:0045138]; neuron migration [GO:0001764]; neuron projection morphogenesis [GO:0048812]; positive regulation of distal tip cell migration [GO:1903356]; positive regulation of engulfment of apoptotic cell [GO:1901076]; regulation of cell migration [GO:0030334]; regulation of phagocytosis [GO:0050764]; regulation of synaptic transmission, GABAergic [GO:0032228]; Rho protein signal transduction [GO:0007266]; small GTPase mediated signal transduction [GO:0007264]
G5ECF6	unreviewed	
Q20741	unreviewed	determination of adult lifespan [GO:0008340]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]
G5ECG0	reviewed	astral microtubule organization [GO:0030953]; cell division [GO:0051301]; cell proliferation [GO:0008283]; cerebral cortex development [GO:0021987]; embryo development ending in birth or egg hatching [GO:0009792]; meiotic cell cycle [GO:0051321]; microtubule cytoskeleton organization [GO:0000226]; mitotic spindle elongation [GO:0000022]; mitotic spindle organization [GO:0007052]; negative regulation of microtubule depolymerization [GO:0007026]; pronuclear migration [GO:0035046]; regulation of microtubule polymerization [GO:0031113]
G5EEH9	reviewed	cell division [GO:0051301]; embryo development ending in birth or egg hatching [GO:0009792]; mitotic chromosome centromere condensation [GO:1990893]; mRNA transport [GO:0051028]; nuclear pore distribution [GO:0031081]; nucleus organization [GO:0006997]; P granule organization [GO:0030719]; posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000973]; protein import into nucleus [GO:0006606]; protein localization to kinetochore [GO:0034501]; protein localization to nuclear envelope [GO:0090435]; protein transport [GO:0015031]; RNA export from nucleus [GO:0006405]; telomere tethering at nuclear periphery [GO:0034398]
G5EEM5	reviewed	cell division [GO:0051301]; centrosome duplication [GO:0051298]; embryo development ending in birth or egg hatching [GO:0009792]; establishment or maintenance of microtubule cytoskeleton polarity [GO:0030951]; meiotic spindle organization [GO:0000212]; microtubule-based process [GO:0007017]; microtubule polymerization [GO:0046785]; spindle elongation [GO:0051231]; spindle organization [GO:0007051]
G5EFX8	unreviewed	negative regulation of translation [GO:0017148]; regulation of transcription, DNA-templated [GO:0006355]
O01585	unreviewed	asymmetric protein localization involved in cell fate determination [GO:0045167]; cortical actin cytoskeleton organization [GO:0030866]; regulation of actin filament-based process [GO:0032970]; signal transduction [GO:0007165]
O01901	reviewed	actin filament polymerization [GO:0030041]; cytoplasmic sequestering of protein [GO:0051220]; determination of adult lifespan [GO:0008340]; exocytosis [GO:0006887]; regulation of transcription regulatory region DNA binding [GO:2000677]
O16266	unreviewed	
O17006	unreviewed	snRNA processing [GO:0016180]
P10567	reviewed	locomotion [GO:0040011]; positive regulation of ovulation [GO:0060279]; positive regulation of sarcomere organization [GO:0060298]; regulation of cytoskeleton organization [GO:0051493]; skeletal muscle myosin thick filament assembly [GO:0030241]
P11141	reviewed	cellular response to heat [GO:0034605]; cellular response to unfolded protein [GO:0034620]; chaperone cofactor-dependent protein refolding [GO:0051085]; mitochondrial unfolded protein response [GO:0034514]; protein refolding [GO:0042026]; response to unfolded protein [GO:0006986]
P30642	reviewed	cap-dependent translational initiation [GO:0002191]; formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]
P34427	reviewed	embryonic digestive tract morphogenesis [GO:0048557]
P90860	unreviewed	
P90920	reviewed	
P91280	unreviewed	rRNA processing [GO:0006364]
P91311	unreviewed	
P91400	unreviewed	chromosome segregation [GO:0007059]; microtubule-based movement [GO:0007018]
Q17493	unreviewed	regulation of gene silencing by miRNA [GO:0060964]
Q17606	reviewed	assembly of large subunit precursor of preribosome [GO:1902626]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]
Q19680	unreviewed	carbohydrate metabolic process [GO:0005975]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]
Q19749	reviewed	glycolytic process [GO:0006096]
Q21531	unreviewed	
Q27365	reviewed	cell differentiation [GO:0030154]; negative regulation of vulval development [GO:0040027]; positive regulation of gene expression [GO:0010628]; protein stabilization [GO:0050821]; regulation of cell fate specification [GO:0042659]; sex differentiation [GO:0007548]; vulval development [GO:0040025]
Q27395	reviewed	cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; negative regulation of Ras protein signal transduction [GO:0046580]; negative regulation of vulval development [GO:0040027]; regulation of cell fate specification [GO:0042659]; sex differentiation [GO:0007548]
Q9GS00	reviewed	multicellular organism development [GO:0007275]; oogenesis [GO:0048477]; protein deneddylation [GO:0000338]
Q9GT24	reviewed	activation of mitotic cell cycle spindle assembly checkpoint [GO:0090268]; cell division [GO:0051301]; cellular protein localization [GO:0034613]; centriole replication [GO:0007099]; centrosome duplication [GO:0051298]; detection of temperature stimulus [GO:0016048]; embryo development ending in birth or egg hatching [GO:0009792]; mitotic cell cycle [GO:0000278]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of centrosome duplication [GO:0010825]; positive regulation of mitotic cell cycle, embryonic [GO:0045977]; positive regulation of protein localization to kinetochore [GO:1905342]; positive regulation of spindle assembly [GO:1905832]; protein localization [GO:0008104]; regulation of cell cycle [GO:0051726]; regulation of centrosome duplication [GO:0010824]; regulation of mitotic cell cycle, embryonic [GO:0009794]; regulation of mitotic cytokinetic process [GO:1903436]; regulation of protein localization to centrosome [GO:1904779]; regulation of spindle assembly [GO:0090169]; reproduction [GO:0000003]; spindle assembly [GO:0051225]
Q9GYI4	reviewed	chromatin organization [GO:0006325]; engulfment of apoptotic cell [GO:0043652]; peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine [GO:0018395]
Q9XX47	reviewed	cilium organization [GO:0044782]
G5ECG2	reviewed	anatomical structure morphogenesis [GO:0009653]; basement membrane disassembly [GO:0034769]; cell fate specification [GO:0001708]; determination of adult lifespan [GO:0008340]; innate immune response [GO:0045087]; negative regulation of stress response to copper ion [GO:1903854]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein homooligomerization [GO:0051260]; regulation of syncytium formation by plasma membrane fusion [GO:0060142]; response to starvation [GO:0042594]; vulval development [GO:0040025]
O01996	unreviewed	multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
Q9N4J2	reviewed	
G5ECH0	unreviewed	chromatin organization [GO:0006325]; DNA protection [GO:0042262]; histone deacetylation [GO:0016575]; histone H3 deacetylation [GO:0070932]; histone H4 deacetylation [GO:0070933]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
O45143	unreviewed	
Q17967	reviewed	cell redox homeostasis [GO:0045454]; peptidyl-proline hydroxylation [GO:0019511]; protein deglutathionylation [GO:0080058]; protein folding [GO:0006457]; regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902175]; response to endoplasmic reticulum stress [GO:0034976]
G5ECH7	reviewed	axonogenesis [GO:0007409]; cell cycle [GO:0007049]; cell division [GO:0051301]; chemical synaptic transmission [GO:0007268]; establishment or maintenance of microtubule cytoskeleton polarity [GO:0030951]; negative regulation of dense core granule transport [GO:1904810]; neuron apoptotic process [GO:0051402]; positive regulation of dense core granule transport [GO:1904811]; positive regulation of protein transport [GO:0051222]; positive regulation of synapse assembly [GO:0051965]; protein phosphorylation [GO:0006468]; regulation of gene expression [GO:0010468]; regulation of neuron remodeling [GO:1904799]; regulation of protein localization [GO:0032880]; regulation of terminal button organization [GO:2000331]; synaptic transmission, GABAergic [GO:0051932]; synaptic vesicle transport [GO:0048489]
Q22695	reviewed	regulation of dense core granule transport [GO:1904809]; regulation of protein localization [GO:0032880]; synaptic transmission, GABAergic [GO:0051932]; synaptic vesicle transport [GO:0048489]
G5ECJ5	reviewed	
Q95X82	unreviewed	nuclear DNA replication [GO:0033260]
G5ECJ6	reviewed	embryo development ending in birth or egg hatching [GO:0009792]; larval feeding behavior [GO:0030536]; muscle fiber development [GO:0048747]; nematode larval development [GO:0002119]; pharyngeal pumping [GO:0043050]
Q9XVA3	unreviewed	innate immune response [GO:0045087]
G5ECJ8	unreviewed	
Q23356	reviewed	activation of protein kinase activity [GO:0032147]; body morphogenesis [GO:0010171]; dorsal/ventral axon guidance [GO:0033563]; MAPK cascade [GO:0000165]; nematode larval development [GO:0002119]; neuron projection morphogenesis [GO:0048812]; regulation of cell migration [GO:0030334]; regulation of synaptic transmission, GABAergic [GO:0032228]; reproduction [GO:0000003]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]
G5ECK3	unreviewed	
G5EE04	unreviewed	chaperone cofactor-dependent protein refolding [GO:0051085]
G5EFY6	unreviewed	cargo loading into COPII-coated vesicle [GO:0090110]; COPII-coated vesicle budding [GO:0090114]; ER to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]
O17777	unreviewed	
O45134	unreviewed	
O61980	unreviewed	muscle attachment [GO:0016203]
P22980	reviewed	muscle organ development [GO:0007517]; positive regulation of mesodermal cell fate specification [GO:0048337]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of transcription by RNA polymerase II [GO:0045944]; striated muscle cell differentiation [GO:0051146]; transcription by RNA polymerase II [GO:0006366]
P91482	unreviewed	
Q11181	reviewed	
Q17491	unreviewed	activation of GTPase activity [GO:0090630]; intracellular protein transport [GO:0006886]
Q19416	unreviewed	
Q19782	reviewed	
Q20877	unreviewed	
Q7JP67	unreviewed	
Q95XN0	unreviewed	mitochondrial unfolded protein response [GO:0034514]
Q95Y26	unreviewed	
Q9BI71	unreviewed	
Q9U2D6	reviewed	
Q9XTY6	reviewed	endocytic recycling [GO:0032456]; multicellular organism development [GO:0007275]; phospholipid transport [GO:0015914]; protein targeting to membrane [GO:0006612]
V6CKC3	unreviewed	
X5M5N0	reviewed	hyperosmotic response [GO:0006972]; intracellular signal transduction [GO:0035556]; ion homeostasis [GO:0050801]; multicellular organismal water homeostasis [GO:0050891]; multicellular organism development [GO:0007275]; negative regulation of sodium ion transport [GO:0010766]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of ion transmembrane transporter activity [GO:0032414]; positive regulation of potassium ion import [GO:1903288]; positive regulation of sodium ion transmembrane transporter activity [GO:2000651]; positive regulation of transcription from RNA polymerase II promoter in response to increased salt [GO:0061404]; protein phosphorylation [GO:0006468]
G5ECL1	unreviewed	
P34690	reviewed	centrosome localization [GO:0051642]; embryo development ending in birth or egg hatching [GO:0009792]; establishment of mitotic spindle orientation [GO:0000132]; microtubule-based process [GO:0007017]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; protein localization [GO:0008104]; regulation of cytokinesis [GO:0032465]
Q19584	reviewed	embryo development ending in birth or egg hatching [GO:0009792]; ER-associated misfolded protein catabolic process [GO:0071712]; positive regulation of protein localization to nucleus [GO:1900182]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9N581	unreviewed	
Q8I4E2	reviewed	execution phase of apoptosis [GO:0097194]; mitotic cell cycle [GO:0000278]; phagolysosome assembly involved in apoptotic cell clearance [GO:0090387]; phagosome-lysosome fusion involved in apoptotic cell clearance [GO:0090389]; phagosome maturation involved in apoptotic cell clearance [GO:0090386]; protein transport [GO:0015031]
H8ESF3	unreviewed	ATP-dependent chromatin remodeling [GO:0043044]; embryo development ending in birth or egg hatching [GO:0009792]; gonad morphogenesis [GO:0035262]; hermaphrodite genitalia development [GO:0040035]; morphogenesis of an epithelium [GO:0002009]; negative regulation of vulval development [GO:0040027]; nematode larval development [GO:0002119]; positive regulation of growth rate [GO:0040010]; positive regulation of multicellular organism growth [GO:0040018]; regulation of oviposition [GO:0046662]; reproduction [GO:0000003]
O45950	unreviewed	negative regulation of vulval development [GO:0040027]
O76640	unreviewed	
O76642	unreviewed	
P34341	reviewed	cell division [GO:0051301]; chromosome condensation [GO:0030261]; chromosome organization [GO:0051276]; meiotic cell cycle [GO:0051321]; mitotic sister chromatid segregation [GO:0000070]
P45971	reviewed	protein N-linked glycosylation via asparagine [GO:0018279]
P49594	reviewed	apoptotic process [GO:0006915]; cell differentiation [GO:0030154]; male sex determination [GO:0030238]; masculinization of hermaphroditic germ-line [GO:0042006]; nematode male tail tip morphogenesis [GO:0045138]; peptidyl-threonine dephosphorylation [GO:0035970]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]; protein dephosphorylation [GO:0006470]
P91276	reviewed	embryo development ending in birth or egg hatching [GO:0009792]; mitotic nuclear envelope reassembly [GO:0007084]; protein import into nucleus [GO:0006606]; regulation of chromosome segregation [GO:0051983]
Q18853	unreviewed	determination of adult lifespan [GO:0008340]; mitochondrial ATP synthesis coupled proton transport [GO:0042776]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]
Q19335	unreviewed	spliceosomal complex assembly [GO:0000245]
Q20763	unreviewed	
Q21954	unreviewed	Golgi organization [GO:0007030]; Golgi to plasma membrane protein transport [GO:0043001]
Q22469	unreviewed	mRNA splicing, via spliceosome [GO:0000398]
Q23664	unreviewed	cell-cell adhesion [GO:0098609]; embryonic body morphogenesis [GO:0010172]; epidermis morphogenesis [GO:0048730]; vulval development [GO:0040025]
Q86DA5	reviewed	activation of MAPK activity [GO:0000187]; cell-cell signaling involved in cell fate commitment [GO:0045168]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; determination of adult lifespan [GO:0008340]; innate immune response [GO:0045087]; negative regulation of gene expression [GO:0010629]; negative regulation of MyD88-independent toll-like receptor signaling pathway [GO:0034128]; nervous system development [GO:0007399]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter involved in defense response to Gram-negative bacterium [GO:1902097]; protein localization [GO:0008104]; regulation of neuron death [GO:1901214]; response to axon injury [GO:0048678]; signal transduction [GO:0007165]
G5ECL6	unreviewed	
P46941	reviewed	regulation of GTPase activity [GO:0043087]; signal transduction [GO:0007165]
G5ECM8	unreviewed	
O45924	reviewed	branched-chain amino acid catabolic process [GO:0009083]; fatty acid biosynthetic process [GO:0006633]
G5ECM9	unreviewed	
Q22179	unreviewed	
G5ECN1	unreviewed	chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; signal transduction [GO:0007165]
G5ECN5	reviewed	activation of protein kinase activity [GO:0032147]; asymmetric neuroblast division [GO:0055059]; establishment or maintenance of cell polarity [GO:0007163]; maintenance of dauer [GO:0043055]; MAPK cascade [GO:0000165]; negative regulation of apoptotic process involved in development [GO:1904746]; neuron projection morphogenesis [GO:0048812]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; protein localization to synapse [GO:0035418]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]; synapse organization [GO:0050808]
G5ECN7	unreviewed	
G5ECN8	unreviewed	negative regulation of programmed cell death [GO:0043069]; negative regulation of transcription by RNA polymerase II [GO:0000122]
H2KYJ8	unreviewed	transcription, DNA-templated [GO:0006351]
O17286	unreviewed	positive regulation of transcription, DNA-templated [GO:0045893]
P41934	reviewed	epidermis development [GO:0008544]; germ cell migration [GO:0008354]; multicellular organism development [GO:0007275]; negative regulation of oocyte maturation [GO:1900194]; oocyte maturation [GO:0001556]; ovulation [GO:0030728]
P91503	unreviewed	mitochondrion distribution [GO:0048311]; protein localization [GO:0008104]; protein targeting [GO:0006605]; vesicle transport along microtubule [GO:0047496]
Q09565	reviewed	
Q09587	reviewed	
Q9N3H6	unreviewed	
Q9NA51	reviewed	
G5ECP4	reviewed	intracellular signal transduction [GO:0035556]
Q18008	reviewed	
Q18603	unreviewed	
Q21626	reviewed	cell projection organization [GO:0030030]; protein transport [GO:0015031]
Q22677	unreviewed	
Q23045	reviewed	anatomical structure morphogenesis [GO:0009653]; asymmetric neuroblast division [GO:0055059]; cell fate commitment [GO:0045165]; cell fate specification [GO:0001708]; negative regulation of transcription, DNA-templated [GO:0045892]; neuron fate determination [GO:0048664]; positive regulation of transcription by RNA polymerase II [GO:0045944]; vulval development [GO:0040025]
Q93642	unreviewed	
Q9BI74	reviewed	multicellular organism development [GO:0007275]; regulation of transcription by RNA polymerase II [GO:0006357]
Q9U2R6	reviewed	
G5ECQ1	unreviewed	regulation of protein localization [GO:0032880]; synaptic vesicle localization [GO:0097479]
Q23023	reviewed	apoptotic cell clearance [GO:0043277]; autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; cell migration [GO:0016477]; dauer larval development [GO:0040024]; determination of adult lifespan [GO:0008340]; embryo development ending in birth or egg hatching [GO:0009792]; nematode male tail tip morphogenesis [GO:0045138]; programmed cell death [GO:0012501]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of autophagy [GO:0010506]; regulation of axon extension [GO:0030516]; regulation of cell size [GO:0008361]; regulation of multicellular organism growth [GO:0040014]; regulation of protein localization [GO:0032880]
Q9GRZ1	unreviewed	protein localization to microtubule [GO:0035372]; protein localization to microtubule plus-end [GO:1904825]; regulation of microtubule polymerization or depolymerization [GO:0031110]; spindle assembly [GO:0051225]
G5ECQ2	reviewed	canonical Wnt signaling pathway [GO:0060070]; motor neuron migration [GO:0097475]; neuroblast migration [GO:0097402]; neuron migration [GO:0001764]; non-canonical Wnt signaling pathway [GO:0035567]; positive regulation of motor neuron migration [GO:1905485]; sensory neuron migration [GO:1904937]
G5ECQ3	reviewed	protein phosphorylation [GO:0006468]; regulation of endocytosis [GO:0030100]
G5ECQ8	reviewed	cell division [GO:0051301]; DNA topological change [GO:0006265]; mitotic DNA integrity checkpoint [GO:0044774]; resolution of meiotic recombination intermediates [GO:0000712]; sister chromatid segregation [GO:0000819]
G5ECR7	unreviewed	transcription elongation from RNA polymerase II promoter [GO:0006368]
O61900	unreviewed	tRNA modification [GO:0006400]
Q7K783	unreviewed	vesicle-mediated transport [GO:0016192]
Q9BKS1	unreviewed	anterior/posterior axis specification, embryo [GO:0008595]; positive regulation of metaphase/anaphase transition of meiotic cell cycle [GO:1902104]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; protein ubiquitination [GO:0016567]; sister chromosome movement towards spindle pole involved in meiotic sister chromatid segregation [GO:0051759]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q9N3Y1	unreviewed	Golgi organization [GO:0007030]
G5ECR8	reviewed	glucosylceramide catabolic process [GO:0006680]
Q19325	reviewed	cell division [GO:0051301]; double-strand break repair [GO:0006302]; meiotic cell cycle [GO:0051321]; sister chromatid cohesion [GO:0007062]; synaptonemal complex assembly [GO:0007130]
G5ECT2	unreviewed	
G5ECT7	unreviewed	
G5ECT8	reviewed	regulation of transcription, DNA-templated [GO:0006355]
G5ECT9	unreviewed	
P28515	reviewed	anatomical structure formation involved in morphogenesis [GO:0048646]; animal organ morphogenesis [GO:0009887]; cell development [GO:0048468]; epidermal cell fate specification [GO:0009957]; heart development [GO:0007507]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; spermatid development [GO:0007286]; stem cell population maintenance [GO:0019827]; tissue development [GO:0009888]
G5EDX9	unreviewed	
G5EGS1	unreviewed	
G5EGT6	unreviewed	asymmetric cell division [GO:0008356]; eggshell formation [GO:0030703]; embryonic morphogenesis [GO:0048598]; lipid biosynthetic process [GO:0008610]; polar body extrusion after meiotic divisions [GO:0040038]
O01606	unreviewed	
O16525	unreviewed	
O17198	unreviewed	
O45285	unreviewed	
P91305	unreviewed	
Q17962	unreviewed	
Q18223	reviewed	dauer larval development [GO:0040024]; determination of adult lifespan [GO:0008340]; negative regulation of apoptotic process [GO:0043066]; negative regulation of axon extension [GO:0030517]; negative regulation of axon regeneration [GO:0048681]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of gene expression [GO:0010629]; positive regulation of neuromuscular synaptic transmission [GO:1900075]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of synapse assembly [GO:0051965]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of neuromuscular synaptic transmission [GO:1900073]; regulation of synaptic growth at neuromuscular junction [GO:0008582]; response to ionizing radiation [GO:0010212]; synapse assembly involved in innervation [GO:0060386]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q18255	unreviewed	fucosylation [GO:0036065]; protein glycosylation [GO:0006486]
Q18262	reviewed	
Q20775	unreviewed	
Q20938	reviewed	determination of adult lifespan [GO:0008340]; proteasome assembly [GO:0043248]; ubiquitin-dependent protein catabolic process [GO:0006511]
Q2YS43	unreviewed	hermaphrodite germ-line sex determination [GO:0040021]; negative regulation of translation [GO:0017148]; positive regulation of oocyte maturation [GO:1900195]; positive regulation of stem cell differentiation [GO:2000738]; positive regulation of stem cell proliferation [GO:2000648]; spermatogenesis [GO:0007283]
Q2YS44	unreviewed	innate immune response [GO:0045087]
Q94251	reviewed	apoptotic process [GO:0006915]; embryo development ending in birth or egg hatching [GO:0009792]; gonad development [GO:0008406]; mesodermal cell migration [GO:0008078]; molting cycle, collagen and cuticulin-based cuticle [GO:0018996]; nematode larval development [GO:0002119]; positive regulation of apoptotic process [GO:0043065]; protein ubiquitination [GO:0016567]; regulation of development, heterochronic [GO:0040034]
Q9NDU9	unreviewed	
Q9U757	reviewed	mRNA transport [GO:0051028]; nucleocytoplasmic transport [GO:0006913]; protein import into nucleus [GO:0006606]
G5ECZ8	unreviewed	
O18246	unreviewed	dendritic spine maintenance [GO:0097062]; dendritic spine organization [GO:0097061]; intracellular protein transport [GO:0006886]; positive regulation of receptor internalization [GO:0002092]; receptor clustering [GO:0043113]
P34478	reviewed	
P90971	reviewed	cell fate specification [GO:0001708]; locomotion [GO:0040011]; nematode male tail tip morphogenesis [GO:0045138]; post-embryonic hindgut morphogenesis [GO:0048620]
Q18533	unreviewed	establishment of mitotic spindle orientation [GO:0000132]; nematode larval development [GO:0002119]; neuron differentiation involved in amphid sensory organ development [GO:0003387]; positive regulation of cell proliferation [GO:0008284]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of mesodermal cell fate specification [GO:0042661]
Q19760	unreviewed	
Q21004	unreviewed	lipid tube assembly involved in organelle fission [GO:0060990]; nucleus localization [GO:0051647]; nucleus organization [GO:0006997]
Q21502	reviewed	gonadal mesoderm development [GO:0007506]; gonad development [GO:0008406]; hermaphrodite genitalia development [GO:0040035]; nematode larval development [GO:0002119]; oocyte development [GO:0048599]; regulation of gene expression [GO:0010468]; vulval development [GO:0040025]
Q9BIC1	unreviewed	regulation of protein localization [GO:0032880]; signal transduction [GO:0007165]
Q9XW80	unreviewed	
G5ECV7	unreviewed	
G5EDD1	unreviewed	
H2L011	unreviewed	cell adhesion [GO:0007155]; regulation of locomotion [GO:0040012]; Rho protein signal transduction [GO:0007266]
Q9N4B8	reviewed	
Q9U1X3	unreviewed	
G5ECW4	unreviewed	
G5ECW9	unreviewed	endocytic recycling [GO:0032456]; endocytosis [GO:0006897]
G5EFW3	unreviewed	actin cytoskeleton organization [GO:0030036]; body morphogenesis [GO:0010171]; embryonic body morphogenesis [GO:0010172]; epithelial cell development [GO:0002064]; nematode larval development [GO:0002119]; pharyngeal gland morphogenesis [GO:1905905]; pharynx development [GO:0060465]; positive regulation of cell size [GO:0045793]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of organ growth [GO:0046622]; regulation of locomotion [GO:0040012]; regulation of tube size [GO:0035150]
P29355	reviewed	cell migration [GO:0016477]; male genitalia development [GO:0030539]; muscle organ development [GO:0007517]; nematode larval development [GO:0002119]; Ras protein signal transduction [GO:0007265]; regulation of cell projection organization [GO:0031344]; regulation of vulval development [GO:0040028]
G5ECX8	unreviewed	protein transport [GO:0015031]
Q17559	unreviewed	cellular response to calcium ion [GO:0071277]
Q17560	unreviewed	
Q9BL83	unreviewed	mechanosensory behavior [GO:0007638]; protein localization to postsynaptic membrane [GO:1903539]
Q9U302	unreviewed	establishment of mitotic spindle localization [GO:0040001]; germ cell development [GO:0007281]; germ cell proliferation [GO:0036093]; mRNA metabolic process [GO:0016071]; nematode larval development [GO:0002119]; positive regulation of germ cell proliferation [GO:1905938]; positive regulation of gonad development [GO:1905941]; positive regulation of vulval development [GO:0040026]; regulation of mitotic cell cycle, embryonic [GO:0009794]; regulation of mitotic cytokinetic process [GO:1903436]; regulation of spindle assembly [GO:0090169]
H2KYJ3	unreviewed	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of proteolysis [GO:0030162]; ubiquitin-dependent protein catabolic process [GO:0006511]
H2L055	unreviewed	regulation of small GTPase mediated signal transduction [GO:0051056]
O01961	unreviewed	
O17608	unreviewed	
P45970	reviewed	cell division [GO:0051301]; establishment of meiotic spindle orientation [GO:0051296]; establishment of mitotic spindle localization [GO:0040001]; gonad development [GO:0008406]; locomotion [GO:0040011]; mitotic spindle elongation [GO:0000022]; nervous system development [GO:0007399]; regulation of protein localization [GO:0032880]; reproduction [GO:0000003]
P48158	reviewed	translation [GO:0006412]
Q09269	reviewed	
