Entry	Status	Gene ontology (molecular function)
O44625	unreviewed	
G5EC57	unreviewed	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]
G5EC63	reviewed	sphingolipid delta-4 desaturase activity [GO:0042284]
O44180	unreviewed	protein tyrosine phosphatase activity [GO:0004725]
P90925	reviewed	iron ion binding [GO:0005506]; phenylalanine 4-monooxygenase activity [GO:0004505]; tryptophan 5-monooxygenase activity [GO:0004510]
Q20737	unreviewed	ubiquitin-protein transferase activity [GO:0004842]
Q27888	reviewed	L-lactate dehydrogenase activity [GO:0004459]
Q9Y194	reviewed	carboxy-lyase activity [GO:0016831]; pyridoxal phosphate binding [GO:0030170]; sphinganine-1-phosphate aldolase activity [GO:0008117]
G5EC70		
Q20071	unreviewed	double-stranded DNA binding [GO:0003690]
G5EC71	unreviewed	glutathione transferase activity [GO:0004364]
O17470	unreviewed	amine binding [GO:0043176]; G protein-coupled receptor activity [GO:0004930]; G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; serotonin binding [GO:0051378]
Q21549	unreviewed	ATP binding [GO:0005524]; glutathione binding [GO:0043295]; glutathione synthase activity [GO:0004363]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]
Q9U2Q9	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; tau-protein kinase activity [GO:0050321]
G5EC77	unreviewed	nucleic acid binding [GO:0003676]
Q65XX7	unreviewed	nucleic acid binding [GO:0003676]
G5EC84	reviewed	ceramide glucosyltransferase activity [GO:0008120]; dihydroceramide glucosyltransferase activity [GO:0102769]
P34183	reviewed	ATP binding [GO:0005524]; histidine-tRNA ligase activity [GO:0004821]; protein homodimerization activity [GO:0042803]
Q9XUM4	unreviewed	RNA polymerase II CTD heptapeptide repeat phosphatase activity [GO:0008420]
G5EC86	reviewed	metal ion binding [GO:0046872]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA 3'-UTR binding [GO:0003730]; translation repressor activity, mRNA regulatory element binding [GO:0000900]
Q9TZI1	reviewed	ATP binding [GO:0005524]; ceramide kinase activity [GO:0001729]; dihydroceramide kinase activity [GO:0102773]; NAD+ kinase activity [GO:0003951]
G5EC87	unreviewed	calcium ion binding [GO:0005509]
O44608	unreviewed	3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; NAD+ binding [GO:0070403]
O45293	reviewed	metal ion binding [GO:0046872]; Notch binding [GO:0005112]; transferase activity, transferring glycosyl groups [GO:0016757]
Q23312	reviewed	structural constituent of ribosome [GO:0003735]
Q9NEV3	unreviewed	potassium ion leak channel activity [GO:0022841]
Q95XW5	unreviewed	
G5EC91	unreviewed	protein disulfide oxidoreductase activity [GO:0015035]
Q23333	unreviewed	transferase activity, transferring hexosyl groups [GO:0016758]; UDP-glycosyltransferase activity [GO:0008194]
G5ECA0	unreviewed	transferase activity [GO:0016740]
P29691	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]
G5ECA8	unreviewed	transmembrane receptor protein tyrosine kinase activator activity [GO:0030297]
G5ECB3	unreviewed	
Q17550	unreviewed	
G5ECB9	unreviewed	metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]
Q65XX1	unreviewed	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; nucleic acid binding [GO:0003676]
Q94131	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]
Q95XZ0	reviewed	
Q95YF3	reviewed	ATP binding [GO:0005524]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
G5ECC0	unreviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity [GO:1990939]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]
G5ECC3	unreviewed	ATPase activity [GO:0016887]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; protein domain specific binding [GO:0019904]
G5EDI2	unreviewed	
G5ECC5	unreviewed	
G5ECD4	unreviewed	
G5ECD7	unreviewed	enzyme inhibitor activity [GO:0004857]; phosphatase regulator activity [GO:0019208]; protein kinase binding [GO:0019901]
P90978	reviewed	poly-pyrimidine tract binding [GO:0008187]; pre-mRNA 3'-splice site binding [GO:0030628]
G5ECE7	unreviewed	
G5EEN6	unreviewed	ATP binding [GO:0005524]
G5ECF0	unreviewed	GTPase binding [GO:0051020]
Q03206	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
G5ECF6	unreviewed	
Q20741	unreviewed	metal ion binding [GO:0046872]; signaling receptor binding [GO:0005102]
G5ECG0	reviewed	protein domain specific binding [GO:0019904]
G5EEH9	reviewed	nuclear localization sequence binding [GO:0008139]; RNA binding [GO:0003723]; serine-type peptidase activity [GO:0008236]; structural constituent of nuclear pore [GO:0017056]
G5EEM5	reviewed	microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]
G5EFX8	unreviewed	
O01585	unreviewed	GTPase activator activity [GO:0005096]
O01901	reviewed	
O16266	unreviewed	
O17006	unreviewed	metal ion binding [GO:0046872]
P10567	reviewed	cytoskeletal protein binding [GO:0008092]; motor activity [GO:0003774]; protein kinase binding [GO:0019901]; SH3 domain binding [GO:0017124]
P11141	reviewed	ATPase activity [GO:0016887]; ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; misfolded protein binding [GO:0051787]; protein binding involved in protein folding [GO:0044183]; unfolded protein binding [GO:0051082]
P30642	reviewed	mRNA cap binding [GO:0098808]; translation initiation factor activity [GO:0003743]
P34427	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
P90860	unreviewed	
P90920	reviewed	
P91280	unreviewed	
P91311	unreviewed	
P91400	unreviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]
Q17493	unreviewed	
Q17606	reviewed	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q19680	unreviewed	magnesium ion binding [GO:0000287]; phosphoacetylglucosamine mutase activity [GO:0004610]
Q19749	reviewed	dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]
Q21531	unreviewed	mRNA binding [GO:0003729]; translation initiation factor activity [GO:0003743]
Q27365	reviewed	
Q27395	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
Q9GS00	reviewed	
Q9GT24	reviewed	ATP binding [GO:0005524]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; identical protein binding [GO:0042802]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q9GYI4	reviewed	identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; peptidyl-lysine 5-dioxygenase activity [GO:0070815]; phosphatidylserine binding [GO:0001786]
Q9XX47	reviewed	
G5ECG2	reviewed	chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; histone deacetylase binding [GO:0042826]; mitogen-activated protein kinase binding [GO:0051019]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]
O01996	unreviewed	sequence-specific DNA binding [GO:0043565]
Q9N4J2	reviewed	lipid transporter activity [GO:0005319]; nutrient reservoir activity [GO:0045735]
G5ECH0	unreviewed	histone deacetylase activity [GO:0004407]; metal ion binding [GO:0046872]; NAD-dependent histone deacetylase activity (H3-K14 specific) [GO:0032041]; transcription corepressor activity [GO:0003714]
O45143	unreviewed	
Q17967	reviewed	protein disulfide isomerase activity [GO:0003756]; protein-glutamine gamma-glutamyltransferase activity [GO:0003810]
G5ECH7	reviewed	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]
Q22695	reviewed	cyclin-dependent protein kinase 5 activator activity [GO:0016534]
G5ECJ5	reviewed	metal ion binding [GO:0046872]
Q95X82	unreviewed	
G5ECJ6	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein tyrosine kinase activity [GO:0004713]
Q9XVA3	unreviewed	
G5ECJ8	unreviewed	flavin adenine dinucleotide binding [GO:0050660]; monooxygenase activity [GO:0004497]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]
Q23356	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
G5ECK3	unreviewed	DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]
G5EE04	unreviewed	protein dimerization activity [GO:0046983]
G5EFY6	unreviewed	structural molecule activity [GO:0005198]
O17777	unreviewed	
O45134	unreviewed	
O61980	unreviewed	adenyl-nucleotide exchange factor activity [GO:0000774]; chaperone binding [GO:0051087]; heat shock protein binding [GO:0031072]
P22980	reviewed	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; protein homodimerization activity [GO:0042803]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding [GO:0003705]
P91482	unreviewed	
Q11181	reviewed	
Q17491	unreviewed	GTPase activator activity [GO:0005096]; Rab GTPase binding [GO:0017137]
Q19416	unreviewed	
Q19782	reviewed	structural molecule activity [GO:0005198]
Q20877	unreviewed	
Q7JP67	unreviewed	
Q95XN0	unreviewed	
Q95Y26	unreviewed	protein tyrosine phosphatase activity [GO:0004725]
Q9BI71	unreviewed	
Q9U2D6	reviewed	
Q9XTY6	reviewed	ATPase binding [GO:0051117]; protein domain specific binding [GO:0019904]; protein kinase C binding [GO:0005080]; transmembrane receptor protein tyrosine kinase adaptor activity [GO:0005068]
V6CKC3	unreviewed	DNA binding [GO:0003677]
X5M5N0	reviewed	ATP binding [GO:0005524]; chloride channel inhibitor activity [GO:0019869]; potassium channel inhibitor activity [GO:0019870]; protein serine/threonine kinase activity [GO:0004674]
G5ECL1	unreviewed	
P34690	reviewed	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]
Q19584	reviewed	protein-containing complex binding [GO:0044877]
Q9N581	unreviewed	
Q8I4E2	reviewed	GTPase binding [GO:0051020]; phosphatase binding [GO:0019902]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphatidylinositol binding [GO:0035091]; protein self-association [GO:0043621]
H8ESF3	unreviewed	DNA binding [GO:0003677]
O45950	unreviewed	nucleic acid binding [GO:0003676]
O76640	unreviewed	
O76642	unreviewed	
P34341	reviewed	chromatin binding [GO:0003682]
P45971	reviewed	transferase activity, transferring glycosyl groups [GO:0016757]
P49594	reviewed	calmodulin-dependent protein phosphatase activity [GO:0033192]; metal ion binding [GO:0046872]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine phosphatase activity [GO:0004722]
P91276	reviewed	nuclear import signal receptor activity [GO:0061608]; protein transporter activity [GO:0008565]
Q18853	unreviewed	electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity [GO:0045153]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
Q19335	unreviewed	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
Q20763	unreviewed	RNA binding [GO:0003723]
Q21954	unreviewed	
Q22469	unreviewed	RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
Q23664	unreviewed	
Q86DA5	reviewed	identical protein binding [GO:0042802]; protein kinase binding [GO:0019901]; Rab GTPase binding [GO:0017137]; signaling adaptor activity [GO:0035591]
G5ECL6	unreviewed	phosphoprotein phosphatase activity [GO:0004721]
P46941	reviewed	
G5ECM8	unreviewed	carbohydrate binding [GO:0030246]
O45924	reviewed	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]; alpha-ketoacid dehydrogenase activity [GO:0003826]; metal ion binding [GO:0046872]
G5ECM9	unreviewed	cysteine-type endopeptidase inhibitor activity [GO:0004869]
Q22179	unreviewed	
G5ECN1	unreviewed	chloride channel activity [GO:0005254]; extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]
G5ECN5	reviewed	ATP binding [GO:0005524]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase activity [GO:0004674]
G5ECN7	unreviewed	
G5ECN8	unreviewed	RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
H2KYJ8	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
O17286	unreviewed	protein heterodimerization activity [GO:0046982]
P41934	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]
P91503	unreviewed	myosin binding [GO:0017022]
Q09565	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
Q09587	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
Q9N3H6	unreviewed	
Q9NA51	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
G5ECP4	reviewed	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q18008	reviewed	
Q18603	unreviewed	
Q21626	reviewed	phosphatidylinositol-3-phosphate binding [GO:0032266]
Q22677	unreviewed	nucleic acid binding [GO:0003676]
Q23045	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]
Q93642	unreviewed	
Q9BI74	reviewed	transcription coregulator activity [GO:0003712]
Q9U2R6	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
G5ECQ1	unreviewed	protein kinase binding [GO:0019901]; scaffold protein binding [GO:0097110]
Q23023	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q9GRZ1	unreviewed	microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]
G5ECQ2	reviewed	G protein-coupled receptor activity [GO:0004930]; Wnt-activated receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]
G5ECQ3	reviewed	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]
G5ECQ8	reviewed	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (ATP-hydrolyzing) activity [GO:0003918]
G5ECR7	unreviewed	protein domain specific binding [GO:0019904]
O61900	unreviewed	RNA binding [GO:0003723]
Q7K783	unreviewed	ARF guanyl-nucleotide exchange factor activity [GO:0005086]
Q9BKS1	unreviewed	protein binding, bridging [GO:0030674]; protein domain specific binding [GO:0019904]
Q9N3Y1	unreviewed	
G5ECR8	reviewed	glucosylceramidase activity [GO:0004348]; hydrolase activity [GO:0016787]
Q19325	reviewed	chromatin binding [GO:0003682]; damaged DNA binding [GO:0003684]
G5ECT2	unreviewed	
G5ECT7	unreviewed	
G5ECT8	reviewed	sequence-specific DNA binding [GO:0043565]
G5ECT9	unreviewed	
P28515	reviewed	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding [GO:0001162]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
G5EDX9	unreviewed	
G5EGS1	unreviewed	
G5EGT6	unreviewed	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
O01606	unreviewed	
O16525	unreviewed	
O17198	unreviewed	
O45285	unreviewed	
P91305	unreviewed	
Q17962	unreviewed	
Q18223	reviewed	protease binding [GO:0002020]; ubiquitin-protein transferase activity [GO:0004842]
Q18255	unreviewed	alpha-(1->3)-fucosyltransferase activity [GO:0046920]
Q18262	reviewed	
Q20775	unreviewed	
Q20938	reviewed	structural molecule activity [GO:0005198]
Q2YS43	unreviewed	translation repressor activity [GO:0030371]
Q2YS44	unreviewed	
Q94251	reviewed	zinc ion binding [GO:0008270]
Q9NDU9	unreviewed	
Q9U757	reviewed	protein transporter activity [GO:0008565]
G5ECZ8	unreviewed	GTPase activating protein binding [GO:0032794]
O18246	unreviewed	phospholipid binding [GO:0005543]; protein domain specific binding [GO:0019904]; protein kinase C binding [GO:0005080]
P34478	reviewed	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
P90971	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
Q18533	unreviewed	RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q19760	unreviewed	chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; histone demethylase activity (H3-K27 specific) [GO:0071558]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
Q21004	unreviewed	phospholipid binding [GO:0005543]
Q21502	reviewed	DEAD/H-box RNA helicase binding [GO:0017151]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; transcription factor binding [GO:0008134]
Q9BIC1	unreviewed	cell adhesion molecule binding [GO:0050839]
Q9XW80	unreviewed	
G5ECV7	unreviewed	
G5EDD1	unreviewed	catalytic activity [GO:0003824]; metal ion binding [GO:0046872]
H2L011	unreviewed	actin filament binding [GO:0051015]; cadherin binding [GO:0045296]
Q9N4B8	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
Q9U1X3	unreviewed	
G5ECW4	unreviewed	
G5ECW9	unreviewed	phosphatidylinositol phosphate binding [GO:1901981]; Rab GTPase binding [GO:0017137]; Rab guanyl-nucleotide exchange factor activity [GO:0017112]
G5EFW3	unreviewed	actin binding [GO:0003779]; phospholipid binding [GO:0005543]
P29355	reviewed	epidermal growth factor receptor binding [GO:0005154]; SH3/SH2 adaptor activity [GO:0005070]
G5ECX8	unreviewed	
Q17559	unreviewed	calcium-dependent phospholipid binding [GO:0005544]
Q17560	unreviewed	
Q9BL83	unreviewed	ATPase activity [GO:0016887]; ATP binding [GO:0005524]
Q9U302	unreviewed	mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; poly(A) binding [GO:0008143]; poly(U) RNA binding [GO:0008266]; protein C-terminus binding [GO:0008022]; RNA binding [GO:0003723]
H2KYJ3	unreviewed	ubiquitin protein ligase binding [GO:0031625]
H2L055	unreviewed	GTPase activator activity [GO:0005096]
O01961	unreviewed	nucleic acid binding [GO:0003676]
O17608	unreviewed	
P45970	reviewed	dynein complex binding [GO:0070840]
P48158	reviewed	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]
Q09269	reviewed	
Q09601	reviewed	phospholipid binding [GO:0005543]; single-stranded DNA binding [GO:0003697]; structural constituent of nuclear pore [GO:0017056]
Q17427	reviewed	glucosamine 6-phosphate N-acetyltransferase activity [GO:0004343]; monosaccharide binding [GO:0048029]
Q17721	unreviewed	
Q18239	unreviewed	frizzled binding [GO:0005109]; signaling adaptor activity [GO:0035591]
Q20748	reviewed	ATP binding [GO:0005524]; zinc ion binding [GO:0008270]
Q2EEM6	unreviewed	ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]
Q9N384	unreviewed	carbohydrate binding [GO:0030246]
Q9N575	unreviewed	
G5ECY7	unreviewed	
O62305	reviewed	ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; identical protein binding [GO:0042802]; ion channel binding [GO:0044325]; metal ion binding [GO:0046872]
G5ECZ0	unreviewed	actin binding [GO:0003779]; ATP binding [GO:0005524]; motor activity [GO:0003774]
H2KYW5	unreviewed	sequence-specific DNA binding [GO:0043565]
H2KZ15	unreviewed	catalytic activity [GO:0003824]
H2L071	unreviewed	
O01525	unreviewed	
O16511	unreviewed	
O45830	reviewed	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]
O77469	reviewed	calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]; peptidase activator activity [GO:0016504]
P34556	reviewed	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein kinase binding [GO:0019901]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]
Q03604	reviewed	ATP binding [GO:0005524]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]
Q18065	unreviewed	
Q19980	reviewed	GTP binding [GO:0005525]; GTP cyclohydrolase I activity [GO:0003934]; zinc ion binding [GO:0008270]
Q22994	unreviewed	
Q23390	unreviewed	
Q8MYP1	unreviewed	SUMO transferase activity [GO:0019789]
Q9TXW5	unreviewed	
Q9U5C2	unreviewed	zinc ion binding [GO:0008270]
S6EZU2	unreviewed	Rho guanyl-nucleotide exchange factor activity [GO:0005089]
G5ED00	reviewed	
Q20498	reviewed	GTPase activator activity [GO:0005096]
G5ED07	unreviewed	protein disulfide isomerase activity [GO:0003756]; protein-glutamine gamma-glutamyltransferase activity [GO:0003810]
Q20344	unreviewed	3-oxo-5-alpha-steroid 4-dehydrogenase activity [GO:0003865]; oxidoreductase activity [GO:0016491]
Q95QC4	reviewed	ATP binding [GO:0005524]; microtubule binding [GO:0008017]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
G5ED14	unreviewed	DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
G5ED20	unreviewed	metal ion binding [GO:0046872]
G5ED21	unreviewed	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; zinc ion binding [GO:0008270]
O16638	unreviewed	calcium ion binding [GO:0005509]
P34416	reviewed	metal ion binding [GO:0046872]
Q20476	unreviewed	
Q20759	unreviewed	
Q20769	unreviewed	
Q8MQ13	unreviewed	
Q94398	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]
Q9GYK4	unreviewed	
Q9N2Z7	unreviewed	ligase activity [GO:0016874]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase activity [GO:0061630]
Q9N4V4	reviewed	phosphoprotein phosphatase activity [GO:0004721]
Q9NET8	unreviewed	
Q9XTW8	unreviewed	
Q9XUW7	unreviewed	DNA-binding transcription factor activity [GO:0003700]; proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001077]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
G5EF16	unreviewed	
O02053	unreviewed	protein kinase activity [GO:0004672]
O17038	unreviewed	structural constituent of cuticle [GO:0042302]
O17209	unreviewed	structural constituent of cuticle [GO:0042302]
O45503	reviewed	
P46563	reviewed	fructose-bisphosphate aldolase activity [GO:0004332]
P90868	unreviewed	endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]
G5ED39	reviewed	cysteine-type endopeptidase activity [GO:0004197]
Q1ZXS5	reviewed	
G5ED42	unreviewed	potassium ion leak channel activity [GO:0022841]
Q8T7Y4	unreviewed	ionotropic glutamate receptor binding [GO:0035255]
G5ED46	unreviewed	calcium ion binding [GO:0005509]
Q9BKP8	unreviewed	
G5ED49	unreviewed	
Q17339	reviewed	mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; single-stranded RNA binding [GO:0003727]
G5ED58	unreviewed	microtubule binding [GO:0008017]
G5ED63	unreviewed	nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]
O45495	reviewed	ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin conjugating enzyme binding [GO:0031624]
H2KY76	unreviewed	DNA binding [GO:0003677]
H2KYH4	unreviewed	DNA-binding transcription factor activity [GO:0003700]; nucleic acid binding [GO:0003676]
O17072	unreviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein heterodimerization activity [GO:0046982]; transcription factor binding [GO:0008134]
O45291	reviewed	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
O45666	reviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]
P34684	reviewed	activating transcription factor binding [GO:0033613]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; enhancer sequence-specific DNA binding [GO:0001158]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
P41936	reviewed	sequence-specific DNA binding [GO:0043565]
Q18053	reviewed	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]
Q21484	unreviewed	H4 histone acetyltransferase activity [GO:0010485]; histone binding [GO:0042393]
Q95QB3	unreviewed	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
Q9XV46	reviewed	metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]
G5ED81	unreviewed	
G5EDL3	unreviewed	ATP binding [GO:0005524]; histone serine kinase activity [GO:0035174]; protein kinase activity [GO:0004672]
G5EEZ4	unreviewed	
G5EFD7	unreviewed	
G5EG39	unreviewed	ligase activity [GO:0016874]
O01504	reviewed	structural constituent of ribosome [GO:0003735]
O02323	reviewed	lipid binding [GO:0008289]
O17066	unreviewed	ATP binding [GO:0005524]; DNA ligase (ATP) activity [GO:0003910]; nuclear import signal receptor activity [GO:0061608]; RNA binding [GO:0003723]
O44156	reviewed	endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]
P0CG71	reviewed	protein tag [GO:0031386]; ubiquitin protein ligase binding [GO:0031625]
P34286	reviewed	endopeptidase activity [GO:0004175]; threonine-type endopeptidase activity [GO:0004298]
P34419	reviewed	acyl-CoA hydrolase activity [GO:0047617]; identical protein binding [GO:0042802]
P34605	reviewed	
Q03598	reviewed	ubiquitin conjugating enzyme binding [GO:0031624]; UFM1 transferase activity [GO:0071568]
Q09474	reviewed	heme binding [GO:0020037]; metal ion binding [GO:0046872]; tryptophan 2,3-dioxygenase activity [GO:0004833]
Q09584	unreviewed	mRNA binding [GO:0003729]; U1 snRNA binding [GO:0030619]
Q10454	reviewed	arginine kinase activity [GO:0004054]; ATP binding [GO:0005524]
Q10943	reviewed	GTP binding [GO:0005525]
Q17446	reviewed	ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; transcription factor binding [GO:0008134]
Q18776	unreviewed	cullin family protein binding [GO:0097602]
